#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
245,2.44000,30.23243,-73.23337
246,2.45000,30.23759,-74.34528
247,2.46000,30.24319,-75.42838
248,2.47000,30.24926,-76.47821
249,2.48000,30.2558,-77.49071
250,2.49000,30.26281,-78.46218
251,2.50000,30.2703,-79.38939
252,2.51000,30.27824,-80.26957
253,2.52000,30.28661,-81.10043
254,2.53000,30.29539,-81.88022
255,2.54000,30.30454,-82.6077
256,2.55000,30.31401,-83.28217
257,2.56000,30.32376,-83.90344
258,2.57000,30.33372,-84.47186
259,2.58000,30.34385,-84.98829
260,2.59000,30.35406,-85.45403
261,2.60000,30.36429,-85.87089
262,2.61000,30.37449,-86.24104
263,2.62000,30.38457,-86.56705
264,2.63000,30.39449,-86.85181
265,2.64000,30.40417,-87.09852
266,2.65000,30.41356,-87.31054
267,2.66000,30.42262,-87.49143
268,2.67000,30.43129,-87.64485
269,2.68000,30.43954,-87.77448
270,2.69000,30.44734,-87.88396
271,2.70000,30.45467,-87.97685
272,2.71000,30.46151,-88.05655
273,2.72000,30.46786,-88.12622
274,2.73000,30.47373,-88.18874
275,2.74000,30.4791,-88.24664
276,2.75000,30.484,-88.30205
277,2.76000,30.48845,-88.35664
278,2.77000,30.49248,-88.4116
279,2.78000,30.4961,-88.46759
280,2.79000,30.49935,-88.52469
281,2.80000,30.50227,-88.58241
282,2.81000,30.5049,-88.63966
283,2.82000,30.50727,-88.69472
284,2.83000,30.50942,-88.74529
285,2.84000,30.51139,-88.78846
286,2.85000,30.51323,-88.82075
287,2.86000,30.51497,-88.83812
288,2.87000,30.51664,-88.83604
289,2.88000,30.51829,-88.80948
290,2.89000,30.51995,-88.75302
291,2.90000,30.52163,-88.66091
292,2.91000,30.52338,-88.52707
293,2.92000,30.52522,-88.34524
294,2.93000,30.52715,-88.10903
295,2.94000,30.52921,-87.812
296,2.95000,30.53139,-87.44775
297,2.96000,30.53372,-87.00999
298,2.97000,30.53619,-86.49267
299,2.98000,30.53881,-85.89001
300,2.99000,30.54157,-85.19662
301,3.00000,30.54447,-84.40756
302,3.01000,30.54751,-83.51842
303,3.02000,30.55068,-82.52535
304,3.03000,30.55397,-81.42519
305,3.04000,30.55736,-80.2154
306,3.05000,30.56086,-78.89421
307,3.06000,30.56444,-77.46059
308,3.07000,30.56809,-75.91422
309,3.08000,30.57181,-74.25562
310,3.09000,30.57557,-72.48597
311,3.10000,30.57937,-70.60725
312,3.11000,30.5832,-68.62214
313,3.12000,30.58704,-66.53398
314,3.13000,30.59088,-64.34674
315,3.14000,30.59471,-62.06501
316,3.15000,30.59852,-59.69389
317,3.16000,30.6023,-57.23897
318,3.17000,30.60605,-54.70631
319,3.18000,30.60974,-52.10232
320,3.19000,30.61337,-49.43376
321,3.20000,30.61694,-46.70768
322,3.21000,30.62043,-43.93136
323,3.22000,30.62385,-41.1123
324,3.23000,30.62719,-38.25814
325,3.24000,30.63044,-35.37667
326,3.25000,30.6336,-32.47574
327,3.26000,30.63667,-29.5633
328,3.27000,30.63965,-26.64732
329,3.28000,30.64255,-23.73579
330,3.29000,30.64536,-20.83668
331,3.30000,30.64809,-17.95793
332,3.31000,30.65075,-15.10742
333,3.32000,30.65333,-12.29293
334,3.33000,30.65584,-9.522151
335,3.34000,30.65829,-6.802622
336,3.35000,30.66068,-4.141721
337,3.36000,30.66302,-1.546626
338,3.37000,30.66532,0.9757115
339,3.38000,30.66757,3.418599
340,3.39000,30.66979,5.77564
341,3.40000,30.67197,8.040762
342,3.41000,30.67414,10.20826
343,3.42000,30.67627,12.27281
344,3.43000,30.67839,14.22953
345,3.44000,30.6805,16.074
346,3.45000,30.6826,17.80227
347,3.46000,30.68469,19.41094
348,3.47000,30.68678,20.89711
349,3.48000,30.68887,22.2585
350,3.49000,30.69097,23.49338
351,3.50000,30.69307,24.60066
352,3.51000,30.69518,25.57985
353,3.52000,30.69729,26.43112
354,3.53000,30.69942,27.15526
355,3.54000,30.70156,27.75372
356,3.55000,30.70371,28.22857
357,3.56000,30.70588,28.58256
358,3.57000,30.70805,28.819
359,3.58000,30.71024,28.94185
360,3.59000,30.71243,28.95564
361,3.60000,30.71464,28.86541
362,3.61000,30.71685,28.67675
363,3.62000,30.71906,28.39569
364,3.63000,30.72128,28.0287
365,3.64000,30.7235,27.58259
366,3.65000,30.72573,27.06449
367,3.66000,30.72795,26.48176
368,3.67000,30.73019,25.84197
369,3.68000,30.73242,25.15275
370,3.69000,30.73466,24.42181
371,3.70000,30.7369,23.65682
372,3.71000,30.73915,22.86533
373,3.72000,30.7414,22.05475
374,3.73000,30.74367,21.23223
375,3.74000,30.74594,20.40464
376,3.75000,30.74822,19.57848
377,3.76000,30.75051,18.75986
378,3.77000,30.75281,17.95444
379,3.78000,30.75513,17.16737
380,3.79000,30.75745,16.40331
381,3.80000,30.75978,15.66634
382,3.81000,30.76212,14.96002
383,3.82000,30.76447,14.28732
384,3.83000,30.76683,13.65066
385,3.84000,30.7692,13.0519
386,3.85000,30.77157,12.49238
387,3.86000,30.77395,11.97288
388,3.87000,30.77633,11.49375
389,3.88000,30.77871,11.05482
390,3.89000,30.78109,10.65556
391,3.90000,30.78346,10.29502
392,3.91000,30.78583,9.97193
393,3.92000,30.78819,9.684706
394,3.93000,30.79054,9.431521
395,3.94000,30.79287,9.210329
396,3.95000,30.79518,9.018905
397,3.96000,30.79746,8.854881
398,3.97000,30.79971,8.715781
399,3.98000,30.80192,8.599044
400,3.99000,30.80409,8.502049
401,4.00000,30.80622,8.422134
402,4.01000,30.80828,8.356607
403,4.02000,30.8103,8.302755
404,4.03000,30.81225,8.257845
405,4.04000,30.81413,8.219127
406,4.05000,30.81595,8.183825
407,4.06000,30.81769,8.14913
408,4.07000,30.81937,8.112187
409,4.08000,30.82098,8.070087
410,4.09000,30.82252,8.019846
411,4.10000,30.82399,7.958395
412,4.11000,30.82541,7.882566
413,4.12000,30.82677,7.789082
414,4.13000,30.82808,7.674546
415,4.14000,30.82934,7.535436
416,4.15000,30.83057,7.368107
417,4.16000,30.83178,7.168793
418,4.17000,30.83296,6.933612
419,4.18000,30.83414,6.65859
420,4.19000,30.83531,6.339672
421,4.20000,30.83649,5.972753
422,4.21000,30.8377,5.553707
423,4.22000,30.83893,5.078424
424,4.23000,30.8402,4.542847
425,4.24000,30.84151,3.94302
426,4.25000,30.84288,3.275127
427,4.26000,30.84431,2.535545
428,4.27000,30.84581,1.720886
429,4.28000,30.84738,0.8280452
430,4.29000,30.84903,-0.1457541
431,4.30000,30.85077,-1.202923
432,4.31000,30.85258,-2.345469
433,4.32000,30.85448,-3.574962
434,4.33000,30.85646,-4.892516
435,4.34000,30.85851,-6.298762
436,4.35000,30.86065,-7.793838
437,4.36000,30.86284,-9.377384
438,4.37000,30.8651,-11.04854
439,4.38000,30.86741,-12.80597
440,4.39000,30.86976,-14.64784
441,4.40000,30.87214,-16.57188
442,4.41000,30.87453,-18.57537
443,4.42000,30.87692,-20.6552
444,4.43000,30.87931,-22.80789
445,4.44000,30.88167,-25.02963
446,4.45000,30.88399,-27.31632
447,4.46000,30.88625,-29.6636
448,4.47000,30.88845,-32.06691
449,4.48000,30.89058,-34.52151
450,4.49000,30.89261,-37.02254
451,4.50000,30.89454,-39.56503
452,4.51000,30.89635,-42.14394
453,4.52000,30.89805,-44.75422
454,4.53000,30.89962,-47.39081
455,4.54000,30.90105,-50.04865
456,4.55000,30.90235,-52.72272
457,4.56000,30.9035,-55.40807
458,4.57000,30.90451,-58.09976
459,4.58000,30.90538,-60.79297
460,4.59000,30.90611,-63.48293
461,4.60000,30.90671,-66.16493
462,4.61000,30.90718,-68.83437
463,4.62000,30.90754,-71.48669
464,4.63000,30.90781,-74.11747
465,4.64000,30.90799,-76.72231
466,4.65000,30.90811,-79.29692
467,4.66000,30.9082,-81.8371
468,4.67000,30.90827,-84.33874
469,4.68000,30.90837,-86.79779
470,4.69000,30.90851,-89.21036
471,4.70000,30.90874,-91.57259
472,4.71000,30.9091,-93.88081
473,4.72000,30.90961,-96.13142
474,4.73000,30.91032,-98.32098
475,4.74000,30.91127,-100.4462
476,4.75000,30.91251,-102.504
477,4.76000,30.91408,-104.4914
478,4.77000,30.91601,-106.4058
479,4.78000,30.91835,-108.2445
480,4.79000,30.92114,-110.0055
481,4.80000,30.92442,-111.6866
482,4.81000,30.92821,-113.2864
483,4.82000,30.93254,-114.8034
484,4.83000,30.93745,-116.2366
485,4.84000,30.94294,-117.5855
486,4.85000,30.94904,-118.8497
487,4.86000,30.95575,-120.0295
488,4.87000,30.96306,-121.1254
489,4.88000,30.97098,-122.1383
490,4.89000,30.97947,-123.0696
491,4.90000,30.98852,-123.921
492,4.91000,30.99808,-124.6948
493,4.92000,31.00812,-125.3933
494,4.93000,31.01857,-126.0194
495,4.94000,31.02938,-126.5761
496,4.95000,31.04047,-127.0667
497,4.96000,31.05177,-127.4949
498,4.97000,31.0632,-127.864
499,4.98000,31.07467,-128.1777
500,4.99000,31.08608,-128.4398
501,5.00000,31.09735,-128.6538
502,5.01000,31.10838,-128.823
503,5.02000,31.11909,-128.9505
504,5.03000,31.12939,-129.0394
505,5.04000,31.1392,-129.0921
506,5.05000,31.14845,-129.1108
507,5.06000,31.15707,-129.0972
508,5.07000,31.165,-129.0523
509,5.08000,31.17221,-128.977
510,5.09000,31.17865,-128.8712
511,5.10000,31.18431,-128.7345
512,5.11000,31.18915,-128.5658
513,5.12000,31.19319,-128.3635
514,5.13000,31.19643,-128.1255
515,5.14000,31.19889,-127.849
516,5.15000,31.20058,-127.5307
517,5.16000,31.20155,-127.1672
518,5.17000,31.20183,-126.7542
519,5.18000,31.20147,-126.2874
520,5.19000,31.20052,-125.7622
521,5.20000,31.19903,-125.1737
522,5.21000,31.19708,-124.5169
523,5.22000,31.1947,-123.7869
524,5.23000,31.19197,-122.9786
525,5.24000,31.18895,-122.0873
526,5.25000,31.18569,-121.1084
527,5.26000,31.18226,-120.0375
528,5.27000,31.1787,-118.8707
529,5.28000,31.17506,-117.6045
530,5.29000,31.17141,-116.2359
531,5.30000,31.16777,-114.7623
532,5.31000,31.1642,-113.1819
533,5.32000,31.16072,-111.4936
534,5.33000,31.15738,-109.6967
535,5.34000,31.15419,-107.7915
536,5.35000,31.15119,-105.7786
537,5.36000,31.1484,-103.6597
538,5.37000,31.14583,-101.437
539,5.38000,31.14351,-99.11334
540,5.39000,31.14143,-96.69216
541,5.40000,31.13961,-94.17751
542,5.41000,31.13807,-91.57395
543,5.42000,31.13679,-88.88647
544,5.43000,31.13579,-86.12046
545,5.44000,31.13506,-83.28156
546,5.45000,31.13461,-80.37565
547,5.46000,31.13443,-77.40871
548,5.47000,31.13452,-74.38679
549,5.48000,31.13487,-71.31582
550,5.49000,31.13548,-68.20163
551,5.50000,31.13635,-65.0498
552,5.51000,31.13746,-61.8656
553,5.52000,31.13881,-58.65393
554,5.53000,31.14039,-55.41925
555,5.54000,31.1422,-52.16554
556,5.55000,31.14422,-48.89622
557,5.56000,31.14644,-45.61419
558,5.57000,31.14886,-42.32175
559,5.58000,31.15146,-39.02066
560,5.59000,31.15424,-35.71209
561,5.60000,31.15719,-32.3967
562,5.61000,31.16028,-29.07467
563,5.62000,31.16352,-25.74572
564,5.63000,31.16689,-22.40919
565,5.64000,31.17037,-19.06415
566,5.65000,31.17395,-15.7094
567,5.66000,31.17763,-12.34363
568,5.67000,31.18137,-8.965478
569,5.68000,31.18517,-5.573627
570,5.69000,31.18901,-2.166902
571,5.70000,31.19286,1.255633
572,5.71000,31.19671,4.69459
573,5.72000,31.20054,8.150166
574,5.73000,31.20432,11.62207
575,5.74000,31.20802,15.10945
576,5.75000,31.21161,18.61084
577,5.76000,31.21508,22.1241
578,5.77000,31.2184,25.64639
579,5.78000,31.22152,29.17417
580,5.79000,31.22444,32.70316
581,5.80000,31.22711,36.22839
582,5.81000,31.22952,39.7442
583,5.82000,31.23163,43.24431
584,5.83000,31.23344,46.72185
585,5.84000,31.23491,50.16949
586,5.85000,31.23604,53.57948
587,5.86000,31.23682,56.94376
588,5.87000,31.23723,60.2541
589,5.88000,31.23728,63.5022
590,5.89000,31.23697,66.67983
591,5.90000,31.23631,69.77892
592,5.91000,31.23531,72.79173
593,5.92000,31.23399,75.71097
594,5.93000,31.23237,78.52988
595,5.94000,31.23048,81.24239
596,5.95000,31.22835,83.84318
597,5.96000,31.22602,86.3278
598,5.97000,31.22352,88.6927
599,5.98000,31.22089,90.9353
600,5.99000,31.21818,93.05402
601,6.00000,31.21542,95.04831
602,6.01000,31.21265,96.91861
603,6.02000,31.20992,98.66635
604,6.03000,31.20726,100.2939
605,6.04000,31.20472,101.8046
606,6.05000,31.20232,103.2023
607,6.06000,31.20008,104.492
608,6.07000,31.19805,105.679
609,6.08000,31.19623,106.7693
610,6.09000,31.19464,107.7692
611,6.10000,31.1933,108.6853
612,6.11000,31.1922,109.5243
613,6.12000,31.19134,110.2932
614,6.13000,31.19073,110.9988
615,6.14000,31.19035,111.6475
616,6.15000,31.19019,112.2459
617,6.16000,31.19022,112.7998
618,6.17000,31.19044,113.3148
619,6.18000,31.1908,113.7959
620,6.19000,31.19129,114.2475
621,6.20000,31.19188,114.6734
622,6.21000,31.19253,115.0766
623,6.22000,31.19322,115.4594
624,6.23000,31.19392,115.8234
625,6.24000,31.19459,116.1694
626,6.25000,31.19521,116.4975
627,6.26000,31.19575,116.8071
628,6.27000,31.19618,117.0966
629,6.28000,31.19648,117.364
630,6.29000,31.19663,117.6066
631,6.30000,31.19662,117.8209
632,6.31000,31.19643,118.0032
633,6.32000,31.19605,118.149
634,6.33000,31.19547,118.2535
635,6.34000,31.1947,118.3118
636,6.35000,31.19372,118.3183
637,6.36000,31.19254,118.2677
638,6.37000,31.19117,118.1544
639,6.38000,31.18962,117.973
640,6.39000,31.18789,117.7179
641,6.40000,31.18599,117.3842
642,6.41000,31.18394,116.9669
643,6.42000,31.18176,116.4617
644,6.43000,31.17945,115.8646
645,6.44000,31.17704,115.1723
646,6.45000,31.17453,114.382
647,6.46000,31.17195,113.4919
648,6.47000,31.1693,112.5006
649,6.48000,31.16661,111.4077
650,6.49000,31.16388,110.2135
651,6.50000,31.16113,108.9195
652,6.51000,31.15837,107.5275
653,6.52000,31.15561,106.0407
654,6.53000,31.15287,104.4627
655,6.54000,31.15015,102.7981
656,6.55000,31.14746,101.0522
657,6.56000,31.14481,99.23105
658,6.57000,31.1422,97.34129
659,6.58000,31.13965,95.39012
660,6.59000,31.13715,93.38527
661,6.60000,31.13472,91.33486
662,6.61000,31.13235,89.24736
663,6.62000,31.13006,87.13146
664,6.63000,31.12783,84.99603
665,6.64000,31.12568,82.85004
666,6.65000,31.1236,80.7024
667,6.66000,31.12159,78.562
668,6.67000,31.11966,76.43751
669,6.68000,31.1178,74.33739
670,6.69000,31.11601,72.26984
671,6.70000,31.11429,70.24262
672,6.71000,31.11263,68.26312
673,6.72000,31.11104,66.33823
674,6.73000,31.10951,64.47434
675,6.74000,31.10804,62.67726
676,6.75000,31.10664,60.95219
677,6.76000,31.10529,59.30371
678,6.77000,31.104,57.73574
679,6.78000,31.10277,56.25148
680,6.79000,31.1016,54.85347
681,6.80000,31.10049,53.54348
682,6.81000,31.09944,52.32259
683,6.82000,31.09846,51.19112
684,6.83000,31.09754,50.14867
685,6.84000,31.09669,49.19408
686,6.85000,31.09592,48.3255
687,6.86000,31.09521,47.54036
688,6.87000,31.09459,46.83542
689,6.88000,31.09404,46.20678
690,6.89000,31.09357,45.64993
691,6.90000,31.09318,45.15977
692,6.91000,31.09287,44.7307
693,6.92000,31.09265,44.35662
694,6.93000,31.0925,44.03104
695,6.94000,31.09244,43.74712
696,6.95000,31.09246,43.49775
697,6.96000,31.09255,43.27562
698,6.97000,31.09271,43.0733
699,6.98000,31.09294,42.88333
700,6.99000,31.09324,42.69831
701,7.00000,31.09358,42.51095
702,7.01000,31.09398,42.31422
703,7.02000,31.09441,42.10135
704,7.03000,31.09487,41.86599
705,7.04000,31.09534,41.60221
706,7.05000,31.09583,41.30465
707,7.06000,31.0963,40.96852
708,7.07000,31.09676,40.58966
709,7.08000,31.09719,40.16462
710,7.09000,31.09757,39.69069
711,7.10000,31.09789,39.1659
712,7.11000,31.09813,38.58905
713,7.12000,31.09829,37.95974
714,7.13000,31.09835,37.27833
715,7.14000,31.0983,36.54594
716,7.15000,31.09813,35.76442
717,7.16000,31.09782,34.93633
718,7.17000,31.09738,34.0649
719,7.18000,31.09679,33.15395
720,7.19000,31.09606,32.20786
721,7.20000,31.09518,31.2315
722,7.21000,31.09415,30.23016
723,7.22000,31.093,29.2095
724,7.23000,31.09172,28.17542
725,7.24000,31.09032,27.13405
726,7.25000,31.08884,26.09163
727,7.26000,31.08729,25.05446
728,7.27000,31.08569,24.02877
729,7.28000,31.08409,23.02072
730,7.29000,31.08251,22.03625
731,7.30000,31.08099,21.08108
732,7.31000,31.07959,20.16058
733,7.32000,31.07833,19.27974
734,7.33000,31.07728,18.44312
735,7.34000,31.07649,17.65478
736,7.35000,31.076,16.91823
737,7.36000,31.07588,16.23644
738,7.37000,31.07618,15.61176
739,7.38000,31.07695,15.04591
740,7.39000,31.07825,14.54
741,7.40000,31.08012,14.09449
742,7.41000,31.08262,13.70923
743,7.42000,31.08579,13.38345
744,7.43000,31.08966,13.1158
745,7.44000,31.09427,12.90439
746,7.45000,31.09965,12.7468
747,7.46000,31.1058,12.64017
748,7.47000,31.11274,12.58125
749,7.48000,31.12047,12.56641
750,7.49000,31.12898,12.5918
751,7.50000,31.13825,12.65335
752,7.51000,31.14825,12.74687
753,7.52000,31.15896,12.86811
754,7.53000,31.17032,13.01287
755,7.54000,31.18229,13.17705
756,7.55000,31.1948,13.35671
757,7.56000,31.2078,13.54818
758,7.57000,31.22123,13.74806
759,7.58000,31.23501,13.95335
760,7.59000,31.24909,14.16141
761,7.60000,31.2634,14.37008
762,7.61000,31.27789,14.57765
763,7.62000,31.2925,14.7829
764,7.63000,31.30718,14.9851
765,7.64000,31.32191,15.18398
766,7.65000,31.33665,15.37977
767,7.66000,31.3514,15.5731
768,7.67000,31.36613,15.765
769,7.68000,31.38086,15.95685
770,7.69000,31.3956,16.1503
771,7.70000,31.41036,16.34724
772,7.71000,31.42517,16.54967
773,7.72000,31.44005,16.75967
774,7.73000,31.45503,16.97932
775,7.74000,31.47014,17.21059
776,7.75000,31.4854,17.45528
777,7.76000,31.50084,17.71492
778,7.77000,31.51647,17.99072
779,7.78000,31.53229,18.28351
780,7.79000,31.5483,18.59363
781,7.80000,31.56448,18.92093
782,7.81000,31.5808,19.26473
783,7.82000,31.59722,19.62374
784,7.83000,31.6137,19.99611
785,7.84000,31.63016,20.3794
786,7.85000,31.64654,20.7706
787,7.86000,31.66275,21.16616
788,7.87000,31.67871,21.56203
789,7.88000,31.69433,21.95374
790,7.89000,31.7095,22.33645
791,7.90000,31.72415,22.70506
792,7.91000,31.73819,23.05424
793,7.92000,31.75154,23.37861
794,7.93000,31.76414,23.67275
