#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
244,2.43000,48.46797,61.36211
245,2.44000,48.46578,63.49315
246,2.45000,48.46358,65.6256
247,2.46000,48.46141,67.75415
248,2.47000,48.45926,69.87321
249,2.48000,48.45715,71.97688
250,2.49000,48.45508,74.059
251,2.50000,48.45306,76.1132
252,2.51000,48.45109,78.133
253,2.52000,48.44919,80.11182
254,2.53000,48.44735,82.04308
255,2.54000,48.44558,83.9203
256,2.55000,48.44389,85.73717
257,2.56000,48.44228,87.48759
258,2.57000,48.44074,89.16584
259,2.58000,48.43929,90.76658
260,2.59000,48.43791,92.28497
261,2.60000,48.43663,93.71674
262,2.61000,48.43542,95.05824
263,2.62000,48.43431,96.30647
264,2.63000,48.43329,97.45915
265,2.64000,48.43235,98.51476
266,2.65000,48.4315,99.47251
267,2.66000,48.43074,100.3324
268,2.67000,48.43007,101.0951
269,2.68000,48.42948,101.7622
270,2.69000,48.42898,102.3357
271,2.70000,48.42857,102.8184
272,2.71000,48.42824,103.2137
273,2.72000,48.42799,103.5256
274,2.73000,48.42781,103.7584
275,2.74000,48.42772,103.9169
276,2.75000,48.42769,104.0061
277,2.76000,48.42773,104.0313
278,2.77000,48.42783,103.998
279,2.78000,48.42799,103.9117
280,2.79000,48.4282,103.7777
281,2.80000,48.42846,103.6015
282,2.81000,48.42874,103.3883
283,2.82000,48.42904,103.1429
284,2.83000,48.42936,102.8701
285,2.84000,48.42968,102.574
286,2.85000,48.42999,102.2585
287,2.86000,48.43026,101.9268
288,2.87000,48.43049,101.5817
289,2.88000,48.43065,101.2255
290,2.89000,48.43073,100.8598
291,2.90000,48.43071,100.4856
292,2.91000,48.43056,100.1033
293,2.92000,48.43025,99.71257
294,2.93000,48.42977,99.31265
295,2.94000,48.42908,98.90205
296,2.95000,48.42815,98.47868
297,2.96000,48.42696,98.03995
298,2.97000,48.42548,97.58273
299,2.98000,48.42368,97.10342
300,2.99000,48.42151,96.59804
301,3.00000,48.41895,96.06222
302,3.01000,48.41598,95.49133
303,3.02000,48.41255,94.88055
304,3.03000,48.40863,94.22489
305,3.04000,48.40421,93.51935
306,3.05000,48.39925,92.75894
307,3.06000,48.39373,91.9388
308,3.07000,48.38762,91.05422
309,3.08000,48.38091,90.10081
310,3.09000,48.37358,89.07449
311,3.10000,48.36562,87.9716
312,3.11000,48.35704,86.78893
313,3.12000,48.34782,85.52382
314,3.13000,48.33797,84.17413
315,3.14000,48.32751,82.73833
316,3.15000,48.31646,81.21555
317,3.16000,48.30482,79.60546
318,3.17000,48.29263,77.90842
319,3.18000,48.27991,76.12539
320,3.19000,48.2667,74.25789
321,3.20000,48.25304,72.30801
322,3.21000,48.23896,70.27837
323,3.22000,48.22451,68.17198
324,3.23000,48.20971,65.99231
325,3.24000,48.19462,63.74311
326,3.25000,48.17927,61.42841
327,3.26000,48.16371,59.05239
328,3.27000,48.14797,56.61934
329,3.28000,48.1321,54.13356
330,3.29000,48.11613,51.59931
331,3.30000,48.1001,49.02071
332,3.31000,48.08406,46.40168
333,3.32000,48.06805,43.74589
334,3.33000,48.05211,41.0567
335,3.34000,48.03628,38.33709
336,3.35000,48.02061,35.58969
337,3.36000,48.00513,32.81666
338,3.37000,47.98991,30.01977
339,3.38000,47.97499,27.20032
340,3.39000,47.9604,24.3592
341,3.40000,47.94619,21.49688
342,3.41000,47.93242,18.61344
343,3.42000,47.9191,15.70861
344,3.43000,47.90629,12.78182
345,3.44000,47.89401,9.83223
346,3.45000,47.88229,6.858821
347,3.46000,47.87114,3.860428
348,3.47000,47.86059,0.8358159
349,3.48000,47.85064,-2.216253
350,3.49000,47.8413,-5.29695
351,3.50000,47.83256,-8.407319
352,3.51000,47.82442,-11.5482
353,3.52000,47.81686,-14.72019
354,3.53000,47.80987,-17.92354
355,3.54000,47.80342,-21.15815
356,3.55000,47.7975,-24.42348
357,3.56000,47.79208,-27.71854
358,3.57000,47.78713,-31.04179
359,3.58000,47.78262,-34.3912
360,3.59000,47.77853,-37.76413
361,3.60000,47.77482,-41.15735
362,3.61000,47.77147,-44.56704
363,3.62000,47.76845,-47.98877
364,3.63000,47.76574,-51.41747
365,3.64000,47.7633,-54.84748
366,3.65000,47.76113,-58.27254
367,3.66000,47.75919,-61.68581
368,3.67000,47.75748,-65.0799
369,3.68000,47.75597,-68.44691
370,3.69000,47.75466,-71.77847
371,3.70000,47.75353,-75.06578
372,3.71000,47.75258,-78.29968
373,3.72000,47.7518,-81.4707
374,3.73000,47.75121,-84.56913
375,3.74000,47.75078,-87.58508
376,3.75000,47.75053,-90.50856
377,3.76000,47.75046,-93.32961
378,3.77000,47.75059,-96.03828
379,3.78000,47.75091,-98.62481
380,3.79000,47.75144,-101.0796
381,3.80000,47.75218,-103.3935
382,3.81000,47.75315,-105.5576
383,3.82000,47.75436,-107.5635
384,3.83000,47.7558,-109.4034
385,3.84000,47.75749,-111.0699
386,3.85000,47.75943,-112.5565
387,3.86000,47.76162,-113.8572
388,3.87000,47.76406,-114.9669
389,3.88000,47.76675,-115.8811
390,3.89000,47.76968,-116.5961
391,3.90000,47.77282,-117.1091
392,3.91000,47.77618,-117.418
393,3.92000,47.77972,-117.5217
394,3.93000,47.78342,-117.4197
395,3.94000,47.78725,-117.1123
396,3.95000,47.79118,-116.6005
397,3.96000,47.79519,-115.8863
398,3.97000,47.79921,-114.9722
399,3.98000,47.80323,-113.8614
400,3.99000,47.80719,-112.5579
401,4.00000,47.81105,-111.0662
402,4.01000,47.81478,-109.3914
403,4.02000,47.81833,-107.5395
404,4.03000,47.82166,-105.5166
405,4.04000,47.82473,-103.3298
406,4.05000,47.82753,-100.9864
407,4.06000,47.83,-98.49441
408,4.07000,47.83214,-95.86229
409,4.08000,47.83392,-93.09901
410,4.09000,47.83532,-90.214
411,4.10000,47.83635,-87.21716
412,4.11000,47.83699,-84.11882
413,4.12000,47.83725,-80.92974
414,4.13000,47.83714,-77.66106
415,4.14000,47.83668,-74.32427
416,4.15000,47.83589,-70.9312
417,4.16000,47.83478,-67.49391
418,4.17000,47.8334,-64.02473
419,4.18000,47.83176,-60.53611
420,4.19000,47.82992,-57.04062
421,4.20000,47.82791,-53.55087
422,4.21000,47.82577,-50.0794
423,4.22000,47.82354,-46.63863
424,4.23000,47.82126,-43.2408
425,4.24000,47.81898,-39.89782
426,4.25000,47.81674,-36.62122
427,4.26000,47.81458,-33.42207
428,4.27000,47.81253,-30.31087
429,4.28000,47.81064,-27.29744
430,4.29000,47.80894,-24.39089
431,4.30000,47.80745,-21.5995
432,4.31000,47.8062,-18.93066
433,4.32000,47.80522,-16.39079
434,4.33000,47.80452,-13.98528
435,4.34000,47.80412,-11.71845
436,4.35000,47.80402,-9.593511
437,4.36000,47.80423,-7.612495
438,4.37000,47.80476,-5.776277
439,4.38000,47.80559,-4.08454
440,4.39000,47.80673,-2.53578
441,4.40000,47.80816,-1.127321
442,4.41000,47.80985,0.1446654
443,4.42000,47.8118,1.285121
444,4.43000,47.81398,2.300052
445,4.44000,47.81635,3.196473
446,4.45000,47.81889,3.982335
447,4.46000,47.82155,4.666446
448,4.47000,47.82431,5.258377
449,4.48000,47.82711,5.768368
450,4.49000,47.8299,6.20722
451,4.50000,47.83265,6.586178
452,4.51000,47.83529,6.916817
453,4.52000,47.83778,7.210914
454,4.53000,47.84004,7.480324
455,4.54000,47.84204,7.73685
456,4.55000,47.8437,7.992116
457,4.56000,47.84496,8.257435
458,4.57000,47.84578,8.543687
459,4.58000,47.84608,8.861194
460,4.59000,47.84581,9.219602
461,4.60000,47.84492,9.627771
462,4.61000,47.84336,10.09367
463,4.62000,47.84108,10.62429
464,4.63000,47.83804,11.22552
465,4.64000,47.8342,11.90214
466,4.65000,47.82954,12.6577
467,4.66000,47.82404,13.49447
468,4.67000,47.81769,14.41344
469,4.68000,47.81049,15.41427
470,4.69000,47.80244,16.49529
471,4.70000,47.79357,17.65347
472,4.71000,47.78391,18.88451
473,4.72000,47.7735,20.1828
474,4.73000,47.76239,21.54151
475,4.74000,47.75064,22.95265
476,4.75000,47.73833,24.40714
477,4.76000,47.72554,25.89493
478,4.77000,47.71235,27.40504
479,4.78000,47.69884,28.92575
480,4.79000,47.68514,30.44469
481,4.80000,47.67133,31.94898
482,4.81000,47.65751,33.4254
483,4.82000,47.64379,34.86051
484,4.83000,47.63025,36.24082
485,4.84000,47.617,37.55296
486,4.85000,47.60411,38.78384
487,4.86000,47.59167,39.92079
488,4.87000,47.57975,40.95173
489,4.88000,47.56841,41.86533
490,4.89000,47.5577,42.6511
491,4.90000,47.54767,43.29961
492,4.91000,47.53835,43.80252
493,4.92000,47.52977,44.15271
494,4.93000,47.52195,44.34441
495,4.94000,47.51489,44.3732
496,4.95000,47.5086,44.23615
497,4.96000,47.50306,43.93179
498,4.97000,47.49827,43.46014
499,4.98000,47.49421,42.82277
500,4.99000,47.49084,42.02269
501,5.00000,47.48816,41.0644
502,5.01000,47.48611,39.95379
503,5.02000,47.48468,38.6981
504,5.03000,47.48381,37.30579
505,5.04000,47.48348,35.78653
506,5.05000,47.48364,34.15098
507,5.06000,47.48425,32.41076
508,5.07000,47.48527,30.57829
509,5.08000,47.48665,28.66664
510,5.09000,47.48836,26.68939
511,5.10000,47.49034,24.66051
512,5.11000,47.49256,22.59419
513,5.12000,47.49498,20.50472
514,5.13000,47.49756,18.40631
515,5.14000,47.50025,16.31298
516,5.15000,47.50302,14.23844
517,5.16000,47.50584,12.19593
518,5.17000,47.50867,10.19814
519,5.18000,47.51147,8.25709
520,5.19000,47.51423,6.384048
