#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
243,2.42000,34.24097,7.079423
244,2.43000,34.23833,6.961911
245,2.44000,34.23568,6.972663
246,2.45000,34.233,7.108922
247,2.46000,34.2303,7.367021
248,2.47000,34.22756,7.742425
249,2.48000,34.22478,8.229775
250,2.49000,34.22196,8.822954
251,2.50000,34.21909,9.51515
252,2.51000,34.21618,10.29894
253,2.52000,34.21321,11.16638
254,2.53000,34.21022,12.10909
255,2.54000,34.20719,13.11836
256,2.55000,34.20414,14.18523
257,2.56000,34.20108,15.30063
258,2.57000,34.19802,16.45544
259,2.58000,34.19498,17.64059
260,2.59000,34.19197,18.84718
261,2.60000,34.18902,20.06654
262,2.61000,34.18613,21.2903
263,2.62000,34.18332,22.51049
264,2.63000,34.18062,23.71958
265,2.64000,34.17803,24.91052
266,2.65000,34.17557,26.0768
267,2.66000,34.17326,27.21248
268,2.67000,34.1711,28.31219
269,2.68000,34.16909,29.37119
270,2.69000,34.16726,30.38529
271,2.70000,34.16559,31.35094
272,2.71000,34.16409,32.26516
273,2.72000,34.16275,33.12554
274,2.73000,34.16157,33.93021
275,2.74000,34.16054,34.67785
276,2.75000,34.15965,35.36762
277,2.76000,34.15889,35.99915
278,2.77000,34.15823,36.57254
279,2.78000,34.15768,37.08828
280,2.79000,34.15719,37.54724
281,2.80000,34.15677,37.95067
282,2.81000,34.15639,38.30013
283,2.82000,34.15602,38.59747
284,2.83000,34.15566,38.84484
285,2.84000,34.15527,39.04459
286,2.85000,34.15485,39.1993
287,2.86000,34.15438,39.31173
288,2.87000,34.15384,39.38477
289,2.88000,34.15322,39.42146
290,2.89000,34.15251,39.42489
291,2.90000,34.15169,39.39823
292,2.91000,34.15076,39.34467
293,2.92000,34.14972,39.26739
294,2.93000,34.14857,39.16954
295,2.94000,34.14729,39.05418
296,2.95000,34.14591,38.92432
297,2.96000,34.14441,38.7828
298,2.97000,34.14281,38.63237
299,2.98000,34.14112,38.47556
300,2.99000,34.13934,38.31475
301,3.00000,34.13749,38.15211
302,3.01000,34.13557,37.98962
303,3.02000,34.13361,37.82901
304,3.03000,34.13161,37.67181
305,3.04000,34.12958,37.51932
306,3.05000,34.12754,37.37264
307,3.06000,34.1255,37.23265
308,3.07000,34.12347,37.10004
309,3.08000,34.12145,36.97533
310,3.09000,34.11946,36.85885
311,3.10000,34.11751,36.75084
312,3.11000,34.11559,36.65136
313,3.12000,34.11372,36.56041
314,3.13000,34.1119,36.4779
315,3.14000,34.11014,36.40371
316,3.15000,34.10843,36.33766
317,3.16000,34.10677,36.27958
318,3.17000,34.10517,36.22933
319,3.18000,34.10363,36.18676
320,3.19000,34.10214,36.1518
321,3.20000,34.10071,36.12444
322,3.21000,34.09934,36.10472
323,3.22000,34.09803,36.09278
324,3.23000,34.09678,36.08884
325,3.24000,34.09558,36.09322
326,3.25000,34.09446,36.10631
327,3.26000,34.09339,36.12861
328,3.27000,34.0924,36.16069
329,3.28000,34.09148,36.20322
330,3.29000,34.09064,36.2569
331,3.30000,34.0899,36.32254
332,3.31000,34.08926,36.40094
333,3.32000,34.08873,36.493
334,3.33000,34.08833,36.5996
335,3.34000,34.08807,36.72165
336,3.35000,34.08797,36.86004
337,3.36000,34.08805,37.01568
338,3.37000,34.08833,37.18941
339,3.38000,34.08884,37.38208
340,3.39000,34.08958,37.59444
341,3.40000,34.09061,37.82721
342,3.41000,34.09193,38.08105
343,3.42000,34.09358,38.35652
344,3.43000,34.09558,38.65412
345,3.44000,34.09796,38.97427
346,3.45000,34.10075,39.3173
347,3.46000,34.10397,39.68345
348,3.47000,34.10765,40.07289
349,3.48000,34.11181,40.48571
350,3.49000,34.11647,40.9219
351,3.50000,34.12164,41.38143
352,3.51000,34.12735,41.86417
353,3.52000,34.1336,42.36995
354,3.53000,34.14039,42.89856
355,3.54000,34.14773,43.44975
356,3.55000,34.15561,44.02327
357,3.56000,34.16402,44.61882
358,3.57000,34.17296,45.23612
359,3.58000,34.1824,45.8749
360,3.59000,34.19233,46.5349
361,3.60000,34.20271,47.21589
362,3.61000,34.21351,47.91766
363,3.62000,34.22471,48.64005
364,3.63000,34.23626,49.38292
365,3.64000,34.24814,50.1462
366,3.65000,34.26029,50.92983
367,3.66000,34.27269,51.73382
368,3.67000,34.28527,52.55818
369,3.68000,34.298,53.40299
370,3.69000,34.31084,54.2683
371,3.70000,34.32372,55.15422
372,3.71000,34.33661,56.06081
373,3.72000,34.34943,56.98816
374,3.73000,34.36216,57.93628
375,3.74000,34.37473,58.90518
376,3.75000,34.38707,59.89478
377,3.76000,34.39914,60.90495
378,3.77000,34.41088,61.93546
379,3.78000,34.42223,62.98596
380,3.79000,34.43313,64.05602
381,3.80000,34.44354,65.14507
382,3.81000,34.45341,66.25241
383,3.82000,34.46269,67.3772
384,3.83000,34.47135,68.51848
385,3.84000,34.47936,69.6751
386,3.85000,34.48669,70.84584
387,3.86000,34.49334,72.02929
388,3.87000,34.4993,73.22394
389,3.88000,34.50459,74.42815
390,3.89000,34.50921,75.6402
391,3.90000,34.51321,76.85824
392,3.91000,34.51662,78.08036
393,3.92000,34.5195,79.30458
394,3.93000,34.5219,80.52888
395,3.94000,34.5239,81.75117
396,3.95000,34.52557,82.96937
397,3.96000,34.527,84.18137
398,3.97000,34.52828,85.38504
399,3.98000,34.5295,86.57828
400,3.99000,34.53075,87.75896
401,4.00000,34.53214,88.925
402,4.01000,34.53375,90.07424
403,4.02000,34.53568,91.2046
404,4.03000,34.53801,92.31391
405,4.04000,34.54083,93.4
406,4.05000,34.54421,94.46064
407,4.06000,34.54821,95.49352
408,4.07000,34.55288,96.49622
409,4.08000,34.55826,97.46622
410,4.09000,34.56438,98.40085
411,4.10000,34.57126,99.29724
412,4.11000,34.57888,100.1524
413,4.12000,34.58724,100.9629
414,4.13000,34.5963,101.7254
415,4.14000,34.60602,102.4361
416,4.15000,34.61633,103.0908
417,4.16000,34.62717,103.6854
418,4.17000,34.63844,104.2151
419,4.18000,34.65007,104.6752
420,4.19000,34.66193,105.0605
421,4.20000,34.67394,105.3657
422,4.21000,34.68597,105.5853
423,4.22000,34.69792,105.7134
424,4.23000,34.70966,105.7445
425,4.24000,34.7211,105.6725
426,4.25000,34.73213,105.4919
427,4.26000,34.74265,105.1968
428,4.27000,34.75259,104.7818
429,4.28000,34.76185,104.2417
430,4.29000,34.77037,103.5717
431,4.30000,34.77812,102.7675
432,4.31000,34.78503,101.8253
433,4.32000,34.7911,100.7422
434,4.33000,34.79631,99.51588
435,4.34000,34.80066,98.14491
436,4.35000,34.80415,96.62885
437,4.36000,34.80683,94.96831
438,4.37000,34.80873,93.16494
439,4.38000,34.80989,91.22154
440,4.39000,34.81038,89.14207
441,4.40000,34.81026,86.93165
442,4.41000,34.8096,84.59659
443,4.42000,34.80849,82.14432
444,4.43000,34.807,79.58338
445,4.44000,34.80523,76.92336
446,4.45000,34.80327,74.1748
447,4.46000,34.8012,71.34909
448,4.47000,34.79913,68.45837
449,4.48000,34.79712,65.51541
450,4.49000,34.79529,62.53345
451,4.50000,34.7937,59.52605
452,4.51000,34.79244,56.50696
453,4.52000,34.79158,53.48994
454,4.53000,34.79121,50.48861
455,4.54000,34.79137,47.51629
456,4.55000,34.79214,44.58586
457,4.56000,34.79357,41.70961
458,4.57000,34.7957,38.89909
459,4.58000,34.79856,36.16505
460,4.59000,34.8022,33.51727
461,4.60000,34.80664,30.96449
462,4.61000,34.81189,28.51436
463,4.62000,34.81796,26.17335
464,4.63000,34.82485,23.94672
465,4.64000,34.83257,21.83853
466,4.65000,34.84108,19.85157
467,4.66000,34.85038,17.98744
468,4.67000,34.86042,16.2465
469,4.68000,34.87117,14.62799
470,4.69000,34.88258,13.13
471,4.70000,34.89458,11.74958
472,4.71000,34.90714,10.48283
473,4.72000,34.92015,9.324909
474,4.73000,34.93354,8.270203
475,4.74000,34.94724,7.312363
476,4.75000,34.96114,6.444427
477,4.76000,34.97514,5.658907
478,4.77000,34.98915,4.947898
479,4.78000,35.00306,4.30317
480,4.79000,35.01676,3.716262
481,4.80000,35.03016,3.178584
482,4.81000,35.04316,2.681496
483,4.82000,35.05566,2.216399
484,4.83000,35.06759,1.774807
485,4.84000,35.07886,1.348422
486,4.85000,35.08942,0.9291994
487,4.86000,35.09921,0.5094042
488,4.87000,35.10819,0.0816647
489,4.88000,35.11636,-0.3609832
490,4.89000,35.12369,-0.8250569
491,4.90000,35.13021,-1.316595
492,4.91000,35.13593,-1.841133
493,4.92000,35.14091,-2.40368
494,4.93000,35.1452,-3.008708
495,4.94000,35.14886,-3.660139
496,4.95000,35.15198,-4.361347
497,4.96000,35.15466,-5.115153
498,4.97000,35.15699,-5.923834
499,4.98000,35.15908,-6.789135
500,4.99000,35.16106,-7.712278
501,5.00000,35.16302,-8.693984
502,5.01000,35.1651,-9.734493
503,5.02000,35.1674,-10.83359
504,5.03000,35.17003,-11.99063
505,5.04000,35.17311,-13.20457
506,5.05000,35.17672,-14.474
507,5.06000,35.18095,-15.79718
508,5.07000,35.18588,-17.17206
509,5.08000,35.19157,-18.59634
510,5.09000,35.19805,-20.06748
511,5.10000,35.20536,-21.58273
512,5.11000,35.21352,-23.13919
513,5.12000,35.22251,-24.73381
514,5.13000,35.23231,-26.36343
515,5.14000,35.24289,-28.02479
516,5.15000,35.25418,-29.71457
517,5.16000,35.26612,-31.42939
518,5.17000,35.27863,-33.16581
519,5.18000,35.29161,-34.92038
520,5.19000,35.30494,-36.68961
521,5.20000,35.31853,-38.46999
522,5.21000,35.33224,-40.25797
523,5.22000,35.34597,-42.04999
524,5.23000,35.35959,-43.84249
525,5.24000,35.37299,-45.63187
526,5.25000,35.38604,-47.41452
527,5.26000,35.39866,-49.18681
528,5.27000,35.41074,-50.9451
529,5.28000,35.4222,-52.68578
530,5.29000,35.43296,-54.40522
531,5.30000,35.44297,-56.09981
532,5.31000,35.45218,-57.766
533,5.32000,35.46056,-59.40028
534,5.33000,35.46808,-60.99921
535,5.34000,35.47474,-62.55943
536,5.35000,35.48055,-64.07773
537,5.36000,35.48551,-65.55099
538,5.37000,35.48966,-66.97626
539,5.38000,35.49303,-68.35079
540,5.39000,35.49566,-69.672
541,5.40000,35.4976,-70.9375
542,5.41000,35.49892,-72.14517
543,5.42000,35.49966,-73.29309
544,5.43000,35.4999,-74.37959
545,5.44000,35.49968,-75.40324
546,5.45000,35.49908,-76.36285
547,5.46000,35.49816,-77.25745
548,5.47000,35.49697,-78.08628
549,5.48000,35.49559,-78.84877
550,5.49000,35.49404,-79.54453
551,5.50000,35.49239,-80.17329
552,5.51000,35.49068,-80.7349
553,5.52000,35.48896,-81.22924
554,5.53000,35.48724,-81.65625
555,5.54000,35.48556,-82.01583
556,5.55000,35.48394,-82.30785
557,5.56000,35.4824,-82.53205
558,5.57000,35.48094,-82.68809
559,5.58000,35.47958,-82.77543
560,5.59000,35.47831,-82.79336
561,5.60000,35.47714,-82.74097
562,5.61000,35.47605,-82.61712
563,5.62000,35.47503,-82.42046
564,5.63000,35.47408,-82.14944
565,5.64000,35.47318,-81.80225
566,5.65000,35.47231,-81.37698
567,5.66000,35.47146,-80.87148
568,5.67000,35.47062,-80.28353
569,5.68000,35.46975,-79.61085
570,5.69000,35.46886,-78.85109
571,5.70000,35.46793,-78.00198
572,5.71000,35.46694,-77.06129
573,5.72000,35.46589,-76.02701
574,5.73000,35.46477,-74.89729
575,5.74000,35.46357,-73.67058
576,5.75000,35.46229,-72.34569
577,5.76000,35.46094,-70.92183
578,5.77000,35.45951,-69.39867
579,5.78000,35.45802,-67.77641
580,5.79000,35.45646,-66.05581
581,5.80000,35.45485,-64.23824
582,5.81000,35.4532,-62.32573
583,5.82000,35.45152,-60.32096
584,5.83000,35.44983,-58.22733
585,5.84000,35.44814,-56.04892
586,5.85000,35.44647,-53.79052
587,5.86000,35.44483,-51.45763
588,5.87000,35.44323,-49.05642
589,5.88000,35.44168,-46.59371
590,5.89000,35.44021,-44.07696
591,5.90000,35.43881,-41.51419
592,5.91000,35.43751,-38.91396
593,5.92000,35.4363,-36.28528
594,5.93000,35.4352,-33.63758
595,5.94000,35.4342,-30.98062
596,5.95000,35.43332,-28.32441
597,5.96000,35.43255,-25.67914
598,5.97000,35.4319,-23.0551
599,5.98000,35.43136,-20.46257
600,5.99000,35.43093,-17.91177
601,6.00000,35.43061,-15.41272
602,6.01000,35.43039,-12.97522
603,6.02000,35.43027,-10.60871
604,6.03000,35.43024,-8.322194
605,6.04000,35.43029,-6.124188
606,6.05000,35.43042,-4.02262
607,6.06000,35.4306,-2.024768
608,6.07000,35.43085,-0.1372006
609,6.08000,35.43114,1.634282
610,6.09000,35.43147,3.284691
611,6.10000,35.43182,4.809888
612,6.11000,35.43219,6.206614
613,6.12000,35.43256,7.472504
614,6.13000,35.43294,8.606101
615,6.14000,35.4333,9.606855
616,6.15000,35.43365,10.47511
617,6.16000,35.43396,11.21209
618,6.17000,35.43424,11.81986
619,6.18000,35.43447,12.30132
620,6.19000,35.43466,12.66012
621,6.20000,35.43478,12.90065
622,6.21000,35.43484,13.02797
623,6.22000,35.43484,13.04775
624,6.23000,35.43476,12.96619
625,6.24000,35.4346,12.79001
626,6.25000,35.43436,12.52631
627,6.26000,35.43405,12.18253
628,6.27000,35.43365,11.7664
629,6.28000,35.43317,11.28581
630,6.29000,35.43261,10.74879
631,6.30000,35.43196,10.16342
632,6.31000,35.43125,9.537713
633,6.32000,35.43045,8.879621
634,6.33000,35.42959,8.196904
635,6.34000,35.42867,7.497091
636,6.35000,35.42768,6.787411
637,6.36000,35.42665,6.074736
638,6.37000,35.42558,5.365529
639,6.38000,35.42447,4.665796
640,6.39000,35.42333,3.981049
641,6.40000,35.42218,3.316268
642,6.41000,35.42102,2.675879
643,6.42000,35.41986,2.063734
644,6.43000,35.41871,1.483103
645,6.44000,35.41758,0.9366658
646,6.45000,35.41648,0.4265231
647,6.46000,35.41542,-0.04579684
648,6.47000,35.41441,-0.4793176
649,6.48000,35.41345,-0.8735905
650,6.49000,35.41254,-1.228664
651,6.50000,35.41171,-1.545051
652,6.51000,35.41094,-1.823685
653,6.52000,35.41025,-2.065884
654,6.53000,35.40964,-2.2733
655,6.54000,35.40911,-2.447876
656,6.55000,35.40868,-2.591798
657,6.56000,35.40833,-2.707444
658,6.57000,35.40807,-2.797343
659,6.58000,35.4079,-2.864121
660,6.59000,35.40782,-2.910463
661,6.60000,35.40784,-2.939069
662,6.61000,35.40794,-2.952611
663,6.62000,35.40814,-2.953704
664,6.63000,35.40842,-2.944865
665,6.64000,35.40879,-2.92849
666,6.65000,35.40925,-2.906826
667,6.66000,35.40979,-2.88195
668,6.67000,35.4104,-2.855753
669,6.68000,35.41108,-2.829925
670,6.69000,35.41182,-2.805948
671,6.70000,35.41263,-2.78509
672,6.71000,35.41349,-2.768403
673,6.72000,35.41441,-2.756725
674,6.73000,35.41536,-2.750685
675,6.74000,35.41634,-2.750713
676,6.75000,35.41735,-2.757049
677,6.76000,35.41837,-2.769753
678,6.77000,35.4194,-2.788726
679,6.78000,35.42044,-2.813721
680,6.79000,35.42146,-2.844362
