#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
239,2.38000,30.61155,85.83482
240,2.39000,30.61049,85.85719
241,2.40000,30.60951,85.87478
242,2.41000,30.6086,85.88734
243,2.42000,30.60777,85.89423
244,2.43000,30.60702,85.89452
245,2.44000,30.60637,85.88692
246,2.45000,30.60581,85.86987
247,2.46000,30.60535,85.84155
248,2.47000,30.60499,85.79992
249,2.48000,30.60473,85.74275
250,2.49000,30.60459,85.66766
251,2.50000,30.60454,85.57215
252,2.51000,30.60461,85.4537
253,2.52000,30.60478,85.30974
254,2.53000,30.60506,85.13773
255,2.54000,30.60545,84.9352
256,2.55000,30.60593,84.69981
257,2.56000,30.60651,84.42937
258,2.57000,30.60719,84.12187
259,2.58000,30.60796,83.77555
260,2.59000,30.60883,83.3889
261,2.60000,30.60978,82.96072
262,2.61000,30.61081,82.49009
263,2.62000,30.61193,81.97645
264,2.63000,30.61313,81.41958
265,2.64000,30.61442,80.81961
266,2.65000,30.61578,80.17702
267,2.66000,30.61722,79.49263
268,2.67000,30.61874,78.76762
269,2.68000,30.62035,78.00347
270,2.69000,30.62203,77.20197
271,2.70000,30.62381,76.36519
272,2.71000,30.62567,75.49541
273,2.72000,30.62761,74.59516
274,2.73000,30.62965,73.66711
275,2.74000,30.63178,72.71407
276,2.75000,30.63401,71.73894
277,2.76000,30.63633,70.74465
278,2.77000,30.63874,69.73417
279,2.78000,30.64124,68.7104
280,2.79000,30.64384,67.67619
281,2.80000,30.64653,66.63428
282,2.81000,30.64931,65.58727
283,2.82000,30.65216,64.53761
284,2.83000,30.6551,63.48751
285,2.84000,30.65811,62.43904
286,2.85000,30.66118,61.394
287,2.86000,30.66432,60.35398
288,2.87000,30.6675,59.32034
289,2.88000,30.67072,58.29421
290,2.89000,30.67396,57.2765
291,2.90000,30.67723,56.26791
292,2.91000,30.68049,55.26895
293,2.92000,30.68374,54.27996
294,2.93000,30.68696,53.30116
295,2.94000,30.69014,52.3326
296,2.95000,30.69327,51.37428
297,2.96000,30.69631,50.42612
298,2.97000,30.69927,49.48801
299,2.98000,30.70213,48.55984
300,2.99000,30.70487,47.64152
301,3.00000,30.70749,46.73301
302,3.01000,30.70997,45.83436
303,3.02000,30.71231,44.94571
304,3.03000,30.7145,44.06731
305,3.04000,30.71656,43.19955
306,3.05000,30.71848,42.34297
307,3.06000,30.72026,41.49825
308,3.07000,30.72194,40.66622
309,3.08000,30.72353,39.84789
310,3.09000,30.72504,39.04439
311,3.10000,30.72651,38.25701
312,3.11000,30.72798,37.48715
313,3.12000,30.72947,36.73635
314,3.13000,30.73103,36.00622
315,3.14000,30.73269,35.29846
316,3.15000,30.73452,34.61483
317,3.16000,30.73655,33.9571
318,3.17000,30.73883,33.32708
319,3.18000,30.74141,32.72653
320,3.19000,30.74435,32.15719
321,3.20000,30.74768,31.62074
322,3.21000,30.75146,31.11876
323,3.22000,30.75573,30.65274
324,3.23000,30.76053,30.22403
325,3.24000,30.76588,29.83386
326,3.25000,30.77183,29.48329
327,3.26000,30.77838,29.17324
328,3.27000,30.78556,28.90444
329,3.28000,30.79337,28.67745
330,3.29000,30.8018,28.49266
331,3.30000,30.81086,28.35025
332,3.31000,30.8205,28.25023
333,3.32000,30.83071,28.19244
334,3.33000,30.84143,28.17651
335,3.34000,30.85263,28.2019
336,3.35000,30.86424,28.26789
337,3.36000,30.8762,28.37356
338,3.37000,30.88843,28.51785
339,3.38000,30.90085,28.69948
340,3.39000,30.91338,28.91701
341,3.40000,30.92594,29.16883
342,3.41000,30.93843,29.45313
343,3.42000,30.95078,29.76795
344,3.43000,30.96291,30.11114
345,3.44000,30.97472,30.48039
346,3.45000,30.98616,30.87323
347,3.46000,30.99716,31.28701
348,3.47000,31.00765,31.71894
349,3.48000,31.01759,32.16608
350,3.49000,31.02694,32.62538
351,3.50000,31.03567,33.09363
352,3.51000,31.04375,33.56755
353,3.52000,31.05117,34.04376
354,3.53000,31.05792,34.5188
355,3.54000,31.06402,34.98918
356,3.55000,31.06948,35.45139
357,3.56000,31.07431,35.90188
358,3.57000,31.07854,36.33718
359,3.58000,31.0822,36.75383
360,3.59000,31.08534,37.14848
361,3.60000,31.08799,37.51786
362,3.61000,31.09021,37.85885
363,3.62000,31.09204,38.16849
364,3.63000,31.09353,38.44401
365,3.64000,31.09475,38.68287
366,3.65000,31.09574,38.88274
367,3.66000,31.09656,39.0416
368,3.67000,31.09727,39.15767
369,3.68000,31.09792,39.22952
370,3.69000,31.09857,39.25603
371,3.70000,31.09927,39.23642
372,3.71000,31.10006,39.17029
373,3.72000,31.101,39.05759
374,3.73000,31.10213,38.89867
375,3.74000,31.1035,38.69423
376,3.75000,31.10513,38.4454
377,3.76000,31.10707,38.15367
378,3.77000,31.10934,37.82092
379,3.78000,31.11197,37.44939
380,3.79000,31.11498,37.04168
381,3.80000,31.1184,36.60073
382,3.81000,31.12223,36.1298
383,3.82000,31.12648,35.63242
384,3.83000,31.13117,35.11238
385,3.84000,31.13629,34.5737
386,3.85000,31.14184,34.02054
387,3.86000,31.14781,33.45724
388,3.87000,31.15419,32.88819
389,3.88000,31.16096,32.31783
390,3.89000,31.1681,31.75059
391,3.90000,31.17559,31.19083
392,3.91000,31.1834,30.64278
393,3.92000,31.19148,30.1105
394,3.93000,31.1998,29.59784
395,3.94000,31.20832,29.10836
396,3.95000,31.21699,28.6453
397,3.96000,31.22575,28.21154
398,3.97000,31.23456,27.80956
399,3.98000,31.24336,27.44138
400,3.99000,31.2521,27.10858
401,4.00000,31.26072,26.81225
402,4.01000,31.26916,26.55296
403,4.02000,31.27739,26.3308
404,4.03000,31.28534,26.14534
405,4.04000,31.29299,25.99566
406,4.05000,31.30028,25.88037
407,4.06000,31.30719,25.79765
408,4.07000,31.31368,25.74526
409,4.08000,31.31975,25.72061
410,4.09000,31.32537,25.72081
411,4.10000,31.33054,25.74273
412,4.11000,31.33526,25.78307
413,4.12000,31.33953,25.83843
414,4.13000,31.34336,25.9054
415,4.14000,31.34678,25.98063
416,4.15000,31.3498,26.06095
417,4.16000,31.35246,26.14339
418,4.17000,31.35477,26.22533
419,4.18000,31.35677,26.30455
420,4.19000,31.35851,26.37931
421,4.20000,31.36001,26.44843
422,4.21000,31.36131,26.51133
423,4.22000,31.36246,26.56815
424,4.23000,31.3635,26.61969
425,4.24000,31.36445,26.66755
426,4.25000,31.36537,26.71408
427,4.26000,31.36629,26.76242
428,4.27000,31.36723,26.8165
429,4.28000,31.36823,26.881
430,4.29000,31.36933,26.96133
431,4.30000,31.37053,27.06359
432,4.31000,31.37188,27.19449
433,4.32000,31.37338,27.36133
434,4.33000,31.37505,27.57186
435,4.34000,31.37691,27.83421
436,4.35000,31.37895,28.15681
437,4.36000,31.3812,28.54823
438,4.37000,31.38364,29.01712
439,4.38000,31.38628,29.57204
440,4.39000,31.38912,30.22138
441,4.40000,31.39215,30.97319
442,4.41000,31.39537,31.83507
443,4.42000,31.39876,32.81406
444,4.43000,31.40232,33.91649
445,4.44000,31.40603,35.14791
446,4.45000,31.4099,36.51291
447,4.46000,31.4139,38.01511
448,4.47000,31.41802,39.65699
449,4.48000,31.42227,41.43987
450,4.49000,31.42661,43.36382
451,4.50000,31.43105,45.42762
452,4.51000,31.43557,47.62873
453,4.52000,31.44016,49.96328
454,4.53000,31.44481,52.42603
455,4.54000,31.44951,55.01046
456,4.55000,31.45424,57.70875
457,4.56000,31.45901,60.51185
458,4.57000,31.46379,63.40955
459,4.58000,31.46857,66.39055
460,4.59000,31.47335,69.4426
461,4.60000,31.47811,72.55258
462,4.61000,31.48285,75.70663
463,4.62000,31.48754,78.89031
464,4.63000,31.4922,82.08872
465,4.64000,31.4968,85.28668
466,4.65000,31.50134,88.46887
467,4.66000,31.50582,91.62002
468,4.67000,31.51022,94.72502
469,4.68000,31.51455,97.76918
470,4.69000,31.51879,100.7383
471,4.70000,31.52295,103.6188
472,4.71000,31.52703,106.3979
473,4.72000,31.531,109.064
474,4.73000,31.53489,111.6063
475,4.74000,31.53867,114.0152
476,4.75000,31.54235,116.2825
477,4.76000,31.54593,118.4013
478,4.77000,31.54939,120.3659
479,4.78000,31.55274,122.1723
480,4.79000,31.55598,123.8178
481,4.80000,31.55909,125.3011
482,4.81000,31.56208,126.6223
483,4.82000,31.56494,127.783
484,4.83000,31.56768,128.7859
485,4.84000,31.57028,129.6352
486,4.85000,31.57276,130.336
487,4.86000,31.57511,130.8945
488,4.87000,31.57733,131.318
489,4.88000,31.57943,131.6142
490,4.89000,31.58142,131.792
491,4.90000,31.58329,131.8603
492,4.91000,31.58507,131.8288
493,4.92000,31.58675,131.7072
494,4.93000,31.58834,131.5056
495,4.94000,31.58987,131.2338
496,4.95000,31.59133,130.9016
497,4.96000,31.59273,130.5185
498,4.97000,31.5941,130.0936
499,4.98000,31.59544,129.6356
500,4.99000,31.59677,129.1524
501,5.00000,31.59809,128.6514
502,5.01000,31.59941,128.1393
503,5.02000,31.60075,127.6216
504,5.03000,31.60213,127.1031
505,5.04000,31.60353,126.5879
506,5.05000,31.60498,126.0787
507,5.06000,31.60648,125.5773
508,5.07000,31.60803,125.0847
509,5.08000,31.60965,124.6007
510,5.09000,31.61133,124.124
511,5.10000,31.61307,123.6525
512,5.11000,31.61487,123.183
513,5.12000,31.61672,122.7115
514,5.13000,31.61864,122.2331
515,5.14000,31.6206,121.7423
516,5.15000,31.62259,121.2327
517,5.16000,31.62462,120.6973
518,5.17000,31.62667,120.1288
519,5.18000,31.62873,119.5192
520,5.19000,31.63078,118.8606
521,5.20000,31.63282,118.1445
522,5.21000,31.63482,117.3626
523,5.22000,31.63678,116.5065
524,5.23000,31.63869,115.5683
525,5.24000,31.64052,114.5399
526,5.25000,31.64228,113.4139
527,5.26000,31.64395,112.1834
528,5.27000,31.64551,110.842
529,5.28000,31.64698,109.384
530,5.29000,31.64833,107.8045
531,5.30000,31.64956,106.0996
532,5.31000,31.65067,104.2661
533,5.32000,31.65167,102.3018
534,5.33000,31.65254,100.2056
535,5.34000,31.65329,97.97736
536,5.35000,31.65393,95.61797
537,5.36000,31.65446,93.12938
538,5.37000,31.65488,90.51453
539,5.38000,31.6552,87.77735
540,5.39000,31.65542,84.92271
541,5.40000,31.65556,81.95638
542,5.41000,31.65562,78.88492
543,5.42000,31.65561,75.71567
544,5.43000,31.65553,72.45663
545,5.44000,31.65541,69.1164
546,5.45000,31.65523,65.70404
547,5.46000,31.65502,62.22903
548,5.47000,31.65479,58.70117
549,5.48000,31.65453,55.13046
550,5.49000,31.65425,51.52703
551,5.50000,31.65397,47.90105
552,5.51000,31.65368,44.26265
553,5.52000,31.6534,40.62183
554,5.53000,31.65312,36.9884
555,5.54000,31.65286,33.37193
556,5.55000,31.65261,29.78164
557,5.56000,31.65238,26.22639
558,5.57000,31.65217,22.71464
559,5.58000,31.65199,19.25436
560,5.59000,31.65182,15.85304
561,5.60000,31.65169,12.51764
562,5.61000,31.65158,9.25458
563,5.62000,31.6515,6.069708
564,5.63000,31.65144,2.968287
565,5.64000,31.65141,-0.04500944
566,5.65000,31.65141,-2.966109
567,5.66000,31.65143,-5.791541
568,5.67000,31.65148,-8.518436
569,5.68000,31.65154,-11.14453
570,5.69000,31.65163,-13.66813
571,5.70000,31.65174,-16.08816
572,5.71000,31.65187,-18.40407
573,5.72000,31.65202,-20.61589
574,5.73000,31.65218,-22.72418
575,5.74000,31.65235,-24.72998
576,5.75000,31.65253,-26.63485
577,5.76000,31.65271,-28.44076
578,5.77000,31.65291,-30.15013
579,5.78000,31.6531,-31.76573
580,5.79000,31.65329,-33.2907
581,5.80000,31.65348,-34.72846
582,5.81000,31.65367,-36.08271
583,5.82000,31.65384,-37.35736
584,5.83000,31.654,-38.55648
585,5.84000,31.65413,-39.6843
586,5.85000,31.65425,-40.7451
587,5.86000,31.65435,-41.74324
588,5.87000,31.65442,-42.68307
589,5.88000,31.65446,-43.56892
590,5.89000,31.65446,-44.40506
591,5.90000,31.65443,-45.19569
592,5.91000,31.65436,-45.94487
593,5.92000,31.65426,-46.65656
594,5.93000,31.65411,-47.33458
595,5.94000,31.65392,-47.98262
596,5.95000,31.6537,-48.6042
597,5.96000,31.65343,-49.20273
598,5.97000,31.65313,-49.78149
599,5.98000,31.65281,-50.34365
600,5.99000,31.65245,-50.89229
601,6.00000,31.65208,-51.4304
602,6.01000,31.6517,-51.96093
603,6.02000,31.65132,-52.4868
604,6.03000,31.65096,-53.01092
605,6.04000,31.65061,-53.5362
606,6.05000,31.65031,-54.06556
607,6.06000,31.65007,-54.60199
608,6.07000,31.6499,-55.14848
609,6.08000,31.64983,-55.70807
610,6.09000,31.64988,-56.28383
611,6.10000,31.65006,-56.87885
612,6.11000,31.65041,-57.49619
613,6.12000,31.65095,-58.13887
614,6.13000,31.6517,-58.80986
615,6.14000,31.65268,-59.51196
616,6.15000,31.65394,-60.24781
617,6.16000,31.65549,-61.01981
618,6.17000,31.65735,-61.83007
619,6.18000,31.65955,-62.68035
620,6.19000,31.66213,-63.57198
621,6.20000,31.66509,-64.50584
622,6.21000,31.66846,-65.48225
623,6.22000,31.67225,-66.50101
624,6.23000,31.67649,-67.56128
625,6.24000,31.68118,-68.66159
626,6.25000,31.68633,-69.7998
627,6.26000,31.69195,-70.97313
628,6.27000,31.69802,-72.17812
629,6.28000,31.70455,-73.41068
630,6.29000,31.71153,-74.66609
631,6.30000,31.71893,-75.93906
632,6.31000,31.72673,-77.22379
633,6.32000,31.7349,-78.51402
634,6.33000,31.7434,-79.80308
635,6.34000,31.75219,-81.08403
636,6.35000,31.76123,-82.3497
637,6.36000,31.77046,-83.59281
638,6.37000,31.77983,-84.80605
639,6.38000,31.78927,-85.98216
640,6.39000,31.79873,-87.11412
641,6.40000,31.80815,-88.19515
642,6.41000,31.81746,-89.21887
643,6.42000,31.82659,-90.17937
644,6.43000,31.8355,-91.07132
645,6.44000,31.84414,-91.89005
646,6.45000,31.85244,-92.63161
647,6.46000,31.86037,-93.29286
648,6.47000,31.86789,-93.87154
649,6.48000,31.87497,-94.36627
650,6.49000,31.88158,-94.7766
651,6.50000,31.88771,-95.10303
652,6.51000,31.89334,-95.34701
653,6.52000,31.89847,-95.51088
654,6.53000,31.9031,-95.5979
655,6.54000,31.90724,-95.61214
656,6.55000,31.91091,-95.55842
657,6.56000,31.91412,-95.44224
658,6.57000,31.91689,-95.26967
659,6.58000,31.91925,-95.04722
660,6.59000,31.92123,-94.78174
661,6.60000,31.92287,-94.48027
662,6.61000,31.92418,-94.14992
663,6.62000,31.92522,-93.7977
664,6.63000,31.92602,-93.4304
665,6.64000,31.9266,-93.0545
666,6.65000,31.927,-92.6759
667,6.66000,31.92726,-92.29999
668,6.67000,31.92741,-91.93137
669,6.68000,31.92748,-91.57388
670,6.69000,31.9275,-91.23042
671,6.70000,31.92749,-90.90296
672,6.71000,31.92748,-90.59248
673,6.72000,31.92749,-90.29893
674,6.73000,31.92753,-90.02122
675,6.74000,31.92763,-89.75725
676,6.75000,31.9278,-89.50394
677,6.76000,31.92804,-89.25731
678,6.77000,31.92838,-89.01247
679,6.78000,31.9288,-88.76377
680,6.79000,31.92933,-88.5049
681,6.80000,31.92996,-88.22893
682,6.81000,31.93069,-87.92849
683,6.82000,31.93153,-87.59588
684,6.83000,31.93247,-87.22318
685,6.84000,31.93352,-86.80238
686,6.85000,31.93468,-86.32552
687,6.86000,31.93593,-85.78482
688,6.87000,31.93729,-85.17278
689,6.88000,31.93875,-84.48232
690,6.89000,31.94031,-83.70683
691,6.90000,31.94197,-82.84036
692,6.91000,31.94372,-81.87762
693,6.92000,31.94558,-80.81406
694,6.93000,31.94753,-79.64596
695,6.94000,31.94958,-78.37045
696,6.95000,31.95174,-76.98554
697,6.96000,31.95399,-75.49016
698,6.97000,31.95635,-73.88412
699,6.98000,31.95881,-72.16817
700,6.99000,31.96138,-70.34391
701,7.00000,31.96405,-68.41383
702,7.01000,31.96684,-66.38129
703,7.02000,31.96973,-64.2504
704,7.03000,31.97274,-62.02609
705,7.04000,31.97586,-59.71399
706,7.05000,31.9791,-57.32045
707,7.06000,31.98245,-54.85242
708,7.07000,31.98591,-52.31747
709,7.08000,31.98948,-49.72372
710,7.09000,31.99316,-47.07978
711,7.10000,31.99693,-44.39472
712,7.11000,32.00081,-41.67801
713,7.12000,32.00476,-38.93948
714,7.13000,32.0088,-36.18923
715,7.14000,32.0129,-33.43766
716,7.15000,32.01705,-30.69531
717,7.16000,32.02123,-27.97288
718,7.17000,32.02544,-25.28114
719,7.18000,32.02964,-22.63087
720,7.19000,32.03384,-20.03279
721,7.20000,32.03799,-17.4975
722,7.21000,32.0421,-15.03539
723,7.22000,32.04613,-12.6566
724,7.23000,32.05007,-10.37091
725,7.24000,32.05391,-8.187686
726,7.25000,32.05764,-6.115799
727,7.26000,32.06123,-4.163548
728,7.27000,32.06468,-2.338589
729,7.28000,32.06798,-0.6478718
730,7.29000,32.07112,0.9024339
731,7.30000,32.0741,2.306989
732,7.31000,32.07692,3.561342
733,7.32000,32.07957,4.661969
734,7.33000,32.08206,5.606316
735,7.34000,32.08438,6.392825
736,7.35000,32.08656,7.020955
737,7.36000,32.08858,7.491196
738,7.37000,32.09045,7.805073
739,7.38000,32.09219,7.965141
740,7.39000,32.0938,7.974975
741,7.40000,32.09528,7.839148
742,7.41000,32.09666,7.56321
743,7.42000,32.09793,7.153651
744,7.43000,32.09911,6.617857
745,7.44000,32.1002,5.96407
746,7.45000,32.10123,5.201332
747,7.46000,32.10218,4.339426
748,7.47000,32.10307,3.388813
749,7.48000,32.10392,2.360561
750,7.49000,32.10472,1.266277
751,7.50000,32.10549,0.1180209
752,7.51000,32.10624,-1.071769
753,7.52000,32.10696,-2.290365
754,7.53000,32.10767,-3.524837
755,7.54000,32.10838,-4.762147
756,7.55000,32.10909,-5.989237
757,7.56000,32.1098,-7.193126
758,7.57000,32.11054,-8.361004
759,7.58000,32.1113,-9.480326
760,7.59000,32.1121,-10.5389
761,7.60000,32.11293,-11.52499
762,7.61000,32.11383,-12.42738
763,7.62000,32.11478,-13.23547
764,7.63000,32.11581,-13.93934
765,7.64000,32.11693,-14.52983
766,7.65000,32.11814,-14.99858
767,7.66000,32.11946,-15.3381
768,7.67000,32.1209,-15.5418
769,7.68000,32.12247,-15.60402
770,7.69000,32.12419,-15.52005
771,7.70000,32.12605,-15.28615
772,7.71000,32.12807,-14.89955
773,7.72000,32.13025,-14.35846
774,7.73000,32.1326,-13.66206
