#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
244,2.43000,34.9072,-49.35048
245,2.44000,34.90907,-45.10499
246,2.45000,34.91082,-40.84992
247,2.46000,34.91246,-36.60718
248,2.47000,34.91396,-32.39864
249,2.48000,34.91534,-28.24588
250,2.49000,34.91659,-24.16998
251,2.50000,34.91771,-20.19132
252,2.51000,34.91869,-16.32942
253,2.52000,34.91954,-12.60269
254,2.53000,34.92027,-9.02835
255,2.54000,34.92086,-5.622223
256,2.55000,34.92133,-2.39865
257,2.56000,34.92168,0.6296239
258,2.57000,34.92192,3.451518
259,2.58000,34.92204,6.057673
260,2.59000,34.92205,8.440473
261,2.60000,34.92196,10.59405
262,2.61000,34.92177,12.51429
263,2.62000,34.92149,14.19873
264,2.63000,34.92112,15.64659
265,2.64000,34.92067,16.85863
266,2.65000,34.92014,17.8371
267,2.66000,34.91954,18.58564
268,2.67000,34.91887,19.10915
269,2.68000,34.91814,19.41372
270,2.69000,34.91737,19.5065
271,2.70000,34.91653,19.39558
272,2.71000,34.91566,19.08989
273,2.72000,34.91475,18.59909
274,2.73000,34.91381,17.93349
275,2.74000,34.91284,17.1039
276,2.75000,34.91185,16.1216
277,2.76000,34.91085,14.99822
278,2.77000,34.90983,13.74567
279,2.78000,34.9088,12.37607
280,2.79000,34.90778,10.90167
281,2.80000,34.90675,9.334795
282,2.81000,34.90572,7.687798
283,2.82000,34.90471,5.97297
284,2.83000,34.90369,4.202507
285,2.84000,34.90269,2.388447
286,2.85000,34.9017,0.5426137
287,2.86000,34.90071,-1.323432
288,2.87000,34.89973,-3.198452
289,2.88000,34.89875,-5.071584
290,2.89000,34.89777,-6.932394
291,2.90000,34.89679,-8.770934
292,2.91000,34.89581,-10.5778
293,2.92000,34.8948,-12.34416
294,2.93000,34.89378,-14.06186
295,2.94000,34.89273,-15.7234
296,2.95000,34.89166,-17.32203
297,2.96000,34.89054,-18.85179
298,2.97000,34.88939,-20.30749
299,2.98000,34.88819,-21.68482
300,2.99000,34.88693,-22.98028
301,3.00000,34.88561,-24.19127
302,3.01000,34.88424,-25.31603
303,3.02000,34.88279,-26.35368
304,3.03000,34.88127,-27.30414
305,3.04000,34.87968,-28.16819
306,3.05000,34.87802,-28.94734
307,3.06000,34.87628,-29.64385
308,3.07000,34.87447,-30.26063
309,3.08000,34.87259,-30.8012
310,3.09000,34.87065,-31.2696
311,3.10000,34.86864,-31.67035
312,3.11000,34.86658,-32.0083
313,3.12000,34.86447,-32.28863
314,3.13000,34.86233,-32.51666
315,3.14000,34.86017,-32.69786
316,3.15000,34.85799,-32.83773
317,3.16000,34.85582,-32.94166
318,3.17000,34.85366,-33.01494
319,3.18000,34.85154,-33.06263
320,3.19000,34.84947,-33.08951
321,3.20000,34.84747,-33.09999
322,3.21000,34.84555,-33.09812
323,3.22000,34.84373,-33.08746
324,3.23000,34.84202,-33.07111
325,3.24000,34.84044,-33.05164
326,3.25000,34.839,-33.03111
327,3.26000,34.83772,-33.011
328,3.27000,34.8366,-32.99227
329,3.28000,34.83564,-32.97532
330,3.29000,34.83487,-32.96002
331,3.30000,34.83426,-32.94572
332,3.31000,34.83384,-32.93129
333,3.32000,34.8336,-32.91513
334,3.33000,34.83353,-32.89526
335,3.34000,34.83364,-32.86927
336,3.35000,34.83391,-32.83448
337,3.36000,34.83433,-32.78788
338,3.37000,34.8349,-32.72628
339,3.38000,34.83561,-32.64631
340,3.39000,34.83644,-32.54451
341,3.40000,34.83739,-32.41737
342,3.41000,34.83844,-32.26138
343,3.42000,34.83958,-32.07316
344,3.43000,34.84079,-31.84941
345,3.44000,34.84206,-31.58709
346,3.45000,34.84339,-31.28336
347,3.46000,34.84476,-30.93572
348,3.47000,34.84616,-30.54204
349,3.48000,34.84759,-30.10056
350,3.49000,34.84903,-29.60998
351,3.50000,34.85048,-29.06951
352,3.51000,34.85192,-28.47883
353,3.52000,34.85337,-27.83819
354,3.53000,34.8548,-27.14839
355,3.54000,34.85623,-26.4108
356,3.55000,34.85764,-25.6274
357,3.56000,34.85903,-24.80073
358,3.57000,34.8604,-23.93394
359,3.58000,34.86176,-23.03075
360,3.59000,34.86309,-22.09544
361,3.60000,34.8644,-21.13288
362,3.61000,34.8657,-20.14842
363,3.62000,34.86698,-19.14795
364,3.63000,34.86824,-18.13783
365,3.64000,34.86948,-17.12484
366,3.65000,34.87071,-16.11619
367,3.66000,34.87193,-15.11943
368,3.67000,34.87313,-14.14242
369,3.68000,34.87432,-13.1933
370,3.69000,34.87549,-12.2804
371,3.70000,34.87666,-11.41222
372,3.71000,34.87781,-10.59734
373,3.72000,34.87895,-9.844386
374,3.73000,34.88007,-9.161951
375,3.74000,34.88118,-8.558528
376,3.75000,34.88227,-8.04245
377,3.76000,34.88334,-7.621823
378,3.77000,34.88438,-7.304454
379,3.78000,34.88539,-7.097788
380,3.79000,34.88637,-7.00884
381,3.80000,34.88731,-7.044129
382,3.81000,34.88822,-7.20962
383,3.82000,34.88908,-7.510664
384,3.83000,34.88989,-7.951937
385,3.84000,34.89066,-8.537395
386,3.85000,34.89136,-9.270225
387,3.86000,34.89202,-10.1528
388,3.87000,34.89262,-11.18665
389,3.88000,34.89316,-12.37244
390,3.89000,34.89365,-13.70992
391,3.90000,34.89408,-15.19795
392,3.91000,34.89445,-16.83445
393,3.92000,34.89479,-18.61645
394,3.93000,34.89507,-20.54007
395,3.94000,34.89532,-22.60051
396,3.95000,34.89552,-24.79215
397,3.96000,34.8957,-27.10849
398,3.97000,34.89586,-29.54228
399,3.98000,34.896,-32.08548
400,3.99000,34.89613,-34.72938
401,4.00000,34.89627,-37.46464
402,4.01000,34.8964,-40.28132
403,4.02000,34.89655,-43.16901
404,4.03000,34.89672,-46.11686
405,4.04000,34.89693,-49.11368
406,4.05000,34.89716,-52.14799
407,4.06000,34.89743,-55.20817
408,4.07000,34.89775,-58.28247
409,4.08000,34.89812,-61.35912
410,4.09000,34.89855,-64.42646
411,4.10000,34.89903,-67.47294
412,4.11000,34.89957,-70.48727
413,4.12000,34.90017,-73.45846
414,4.13000,34.90083,-76.37591
415,4.14000,34.90155,-79.22945
416,4.15000,34.90233,-82.00944
417,4.16000,34.90317,-84.70677
418,4.17000,34.90406,-87.31295
419,4.18000,34.905,-89.82013
420,4.19000,34.90599,-92.22109
421,4.20000,34.90702,-94.50931
422,4.21000,34.90809,-96.67891
423,4.22000,34.90919,-98.72472
424,4.23000,34.91032,-100.6422
425,4.24000,34.91148,-102.4273
426,4.25000,34.91265,-104.0769
427,4.26000,34.91384,-105.588
428,4.27000,34.91505,-106.9584
429,4.28000,34.91626,-108.1862
430,4.29000,34.91748,-109.27
431,4.30000,34.9187,-110.2086
432,4.31000,34.91993,-111.0012
433,4.32000,34.92116,-111.6471
434,4.33000,34.92239,-112.1459
435,4.34000,34.92361,-112.4973
436,4.35000,34.92484,-112.701
437,4.36000,34.92605,-112.757
438,4.37000,34.92727,-112.6652
439,4.38000,34.92847,-112.4256
440,4.39000,34.92968,-112.0383
441,4.40000,34.93087,-111.5034
442,4.41000,34.93207,-110.8212
443,4.42000,34.93326,-109.992
444,4.43000,34.93445,-109.0166
445,4.44000,34.93563,-107.8958
446,4.45000,34.93681,-106.6306
447,4.46000,34.93799,-105.2227
448,4.47000,34.93916,-103.6738
449,4.48000,34.94034,-101.9864
450,4.49000,34.94151,-100.1634
451,4.50000,34.94268,-98.20824
452,4.51000,34.94385,-96.12503
453,4.52000,34.94502,-93.91853
454,4.53000,34.94618,-91.59418
455,4.54000,34.94734,-89.15811
456,4.55000,34.94849,-86.61714
457,4.56000,34.94963,-83.97879
458,4.57000,34.95076,-81.25123
459,4.58000,34.95187,-78.44324
460,4.59000,34.95297,-75.56418
461,4.60000,34.95404,-72.62389
462,4.61000,34.95509,-69.63266
463,4.62000,34.95611,-66.6011
464,4.63000,34.95709,-63.54005
465,4.64000,34.95804,-60.46051
466,4.65000,34.95894,-57.3735
467,4.66000,34.9598,-54.28999
468,4.67000,34.96061,-51.22073
469,4.68000,34.96137,-48.17621
470,4.69000,34.96207,-45.16652
471,4.70000,34.96272,-42.20126
472,4.71000,34.9633,-39.28945
473,4.72000,34.96382,-36.43948
474,4.73000,34.96428,-33.65898
475,4.74000,34.96468,-30.95483
476,4.75000,34.965,-28.33306
477,4.76000,34.96526,-25.79884
478,4.77000,34.96545,-23.35647
479,4.78000,34.96558,-21.00934
480,4.79000,34.96563,-18.75995
481,4.80000,34.96561,-16.60992
482,4.81000,34.96552,-14.56001
483,4.82000,34.96537,-12.61016
484,4.83000,34.96514,-10.75949
485,4.84000,34.96484,-9.006402
486,4.85000,34.96447,-7.348559
487,4.86000,34.96404,-5.782988
488,4.87000,34.96354,-4.306106
489,4.88000,34.96298,-2.913778
490,4.89000,34.96235,-1.601373
491,4.90000,34.96166,-0.3638141
492,4.91000,34.96091,0.8043683
493,4.92000,34.96011,1.908986
494,4.93000,34.95925,2.956145
495,4.94000,34.95834,3.952197
496,4.95000,34.95739,4.903694
497,4.96000,34.9564,5.81735
498,4.97000,34.95536,6.699996
499,4.98000,34.95429,7.558542
500,4.99000,34.95319,8.39994
501,5.00000,34.95207,9.231149
502,5.01000,34.95092,10.0591
503,5.02000,34.94976,10.89066
504,5.03000,34.94858,11.7326
505,5.04000,34.94739,12.59156
506,5.05000,34.9462,13.47402
507,5.06000,34.945,14.38626
508,5.07000,34.94379,15.33431
509,5.08000,34.94258,16.32396
510,5.09000,34.94138,17.36066
511,5.10000,34.94019,18.44954
512,5.11000,34.93899,19.59534
513,5.12000,34.9378,20.80236
514,5.13000,34.93661,22.07449
515,5.14000,34.93543,23.41506
516,5.15000,34.93426,24.82693
517,5.16000,34.93309,26.31234
518,5.17000,34.93193,27.87297
519,5.18000,34.93078,29.50986
520,5.19000,34.92964,31.22341
521,5.20000,34.9285,33.01335
522,5.21000,34.92737,34.87874
523,5.22000,34.92625,36.81797
524,5.23000,34.92513,38.82877
525,5.24000,34.92402,40.90817
526,5.25000,34.92292,43.05262
527,5.26000,34.92182,45.25791
528,5.27000,34.92072,47.5193
529,5.28000,34.91963,49.83152
530,5.29000,34.91854,52.18882
531,5.30000,34.91745,54.58507
532,5.31000,34.91636,57.01377
533,5.32000,34.91527,59.46816
534,5.33000,34.91418,61.9413
535,5.34000,34.91309,64.42611
536,5.35000,34.91199,66.91547
537,5.36000,34.9109,69.4023
538,5.37000,34.9098,71.87962
539,5.38000,34.90869,74.34061
540,5.39000,34.90759,76.77871
541,5.40000,34.90648,79.18764
542,5.41000,34.90537,81.56146
543,5.42000,34.90426,83.89464
544,5.43000,34.90314,86.18204
545,5.44000,34.90203,88.41902
546,5.45000,34.90092,90.60135
547,5.46000,34.8998,92.7253
548,5.47000,34.89869,94.78763
549,5.48000,34.89757,96.78551
550,5.49000,34.89645,98.71662
551,5.50000,34.89532,100.579
552,5.51000,34.8942,102.3711
553,5.52000,34.89308,104.0918
554,5.53000,34.89195,105.7401
555,5.54000,34.89082,107.3153
556,5.55000,34.88969,108.8171
557,5.56000,34.88857,110.2451
558,5.57000,34.88743,111.5992
559,5.58000,34.8863,112.8791
560,5.59000,34.88516,114.0846
561,5.60000,34.88403,115.2156
562,5.61000,34.8829,116.2715
563,5.62000,34.88176,117.2518
564,5.63000,34.88063,118.1557
565,5.64000,34.87951,118.982
566,5.65000,34.87838,119.7294
567,5.66000,34.87725,120.3962
568,5.67000,34.87613,120.9803
569,5.68000,34.87501,121.4791
570,5.69000,34.87389,121.8898
571,5.70000,34.87277,122.2091
572,5.71000,34.87165,122.4335
573,5.72000,34.87053,122.5589
574,5.73000,34.86942,122.581
575,5.74000,34.86831,122.4952
576,5.75000,34.86719,122.2967
577,5.76000,34.86608,121.9805
578,5.77000,34.86497,121.5414
579,5.78000,34.86386,120.9743
580,5.79000,34.86275,120.2741
581,5.80000,34.86164,119.4359
582,5.81000,34.86054,118.4549
583,5.82000,34.85944,117.327
584,5.83000,34.85835,116.048
585,5.84000,34.85725,114.6146
586,5.85000,34.85615,113.0241
587,5.86000,34.85506,111.2744
588,5.87000,34.85397,109.3643
589,5.88000,34.85288,107.2934
590,5.89000,34.85179,105.0621
591,5.90000,34.85069,102.672
592,5.91000,34.8496,100.1255
593,5.92000,34.8485,97.4262
594,5.93000,34.8474,94.57852
595,5.94000,34.84629,91.58801
596,5.95000,34.84518,88.46117
597,5.96000,34.84406,85.20543
598,5.97000,34.84294,81.82915
599,5.98000,34.8418,78.34147
600,5.99000,34.84067,74.75232
601,6.00000,34.83952,71.07229
602,6.01000,34.83837,67.31256
603,6.02000,34.83721,63.4848
604,6.03000,34.83604,59.60112
605,6.04000,34.83487,55.67389
606,6.05000,34.83369,51.71577
607,6.06000,34.83251,47.73951
608,6.07000,34.83132,43.75794
609,6.08000,34.83013,39.78388
610,6.09000,34.82893,35.83004
611,6.10000,34.82774,31.909
612,6.11000,34.82654,28.03313
613,6.12000,34.82534,24.21451
614,6.13000,34.82415,20.46496
615,6.14000,34.82296,16.79592
616,6.15000,34.82178,13.21844
617,6.16000,34.82061,9.743179
618,6.17000,34.81945,6.380323
619,6.18000,34.81831,3.139582
620,6.19000,34.8172,0.03015139
621,6.20000,34.8161,-2.939311
622,6.21000,34.81504,-5.760719
623,6.22000,34.81401,-8.42659
624,6.23000,34.81302,-10.93007
625,6.24000,34.81207,-13.26498
626,6.25000,34.81116,-15.42581
627,6.26000,34.8103,-17.40783
628,6.27000,34.80949,-19.20701
629,6.28000,34.80874,-20.82016
630,6.29000,34.80804,-22.24488
631,6.30000,34.8074,-23.47964
632,6.31000,34.80681,-24.52377
633,6.32000,34.80629,-25.37747
634,6.33000,34.80583,-26.04186
635,6.34000,34.80544,-26.51895
636,6.35000,34.80511,-26.81166
637,6.36000,34.80484,-26.9238
638,6.37000,34.80464,-26.86005
639,6.38000,34.8045,-26.62596
640,6.39000,34.80444,-26.22788
641,6.40000,34.80444,-25.67297
642,6.41000,34.8045,-24.96909
643,6.42000,34.80464,-24.1248
644,6.43000,34.80484,-23.14926
645,6.44000,34.80511,-22.0522
646,6.45000,34.80544,-20.8438
647,6.46000,34.80584,-19.53464
648,6.47000,34.80631,-18.13564
649,6.48000,34.80685,-16.65792
650,6.49000,34.80745,-15.11276
651,6.50000,34.80811,-13.51151
652,6.51000,34.80883,-11.86547
653,6.52000,34.80962,-10.18585
654,6.53000,34.81047,-8.483664
655,6.54000,34.81137,-6.769635
656,6.55000,34.81232,-5.05415
657,6.56000,34.81333,-3.347167
658,6.57000,34.81438,-1.658156
659,6.58000,34.81549,0.00396462
660,6.59000,34.81663,1.630881
661,6.60000,34.81781,3.214932
662,6.61000,34.81902,4.74915
663,6.62000,34.82026,6.227289
664,6.63000,34.82153,7.643853
665,6.64000,34.82281,8.994112
666,6.65000,34.82412,10.27411
667,6.66000,34.82544,11.48065
668,6.67000,34.82677,12.61132
669,6.68000,34.8281,13.66444
670,6.69000,34.82943,14.63909
671,6.70000,34.83076,15.535
672,6.71000,34.83209,16.35261
673,6.72000,34.8334,17.09297
674,6.73000,34.8347,17.7577
675,6.74000,34.83597,18.34897
676,6.75000,34.83722,18.8694
677,6.76000,34.83844,19.32206
678,6.77000,34.83963,19.71036
679,6.78000,34.84077,20.03802
680,6.79000,34.84187,20.30901
681,6.80000,34.84293,20.52745
682,6.81000,34.84393,20.69762
683,6.82000,34.84487,20.8238
684,6.83000,34.84575,20.91033
685,6.84000,34.84657,20.96145
686,6.85000,34.84733,20.98131
687,6.86000,34.84802,20.97391
688,6.87000,34.84864,20.94304
689,6.88000,34.8492,20.89227
690,6.89000,34.84969,20.82489
691,6.90000,34.85011,20.74389
692,6.91000,34.85048,20.65197
693,6.92000,34.85079,20.55147
694,6.93000,34.85104,20.4444
695,6.94000,34.85125,20.33245
696,6.95000,34.85141,20.21693
697,6.96000,34.85153,20.09885
698,6.97000,34.85162,19.97887
699,6.98000,34.85169,19.85739
700,6.99000,34.85175,19.73449
701,7.00000,34.8518,19.61
702,7.01000,34.85184,19.48355
703,7.02000,34.85189,19.35454
704,7.03000,34.85196,19.22221
705,7.04000,34.85205,19.08568
706,7.05000,34.85217,18.94396
707,7.06000,34.85232,18.79599
708,7.07000,34.85252,18.64067
709,7.08000,34.85277,18.4769
710,7.09000,34.85307,18.30361
711,7.10000,34.85343,18.11977
712,7.11000,34.85386,17.92443
713,7.12000,34.85435,17.71675
714,7.13000,34.85492,17.49599
715,7.14000,34.85556,17.26157
716,7.15000,34.85628,17.01304
717,7.16000,34.85707,16.75014
718,7.17000,34.85794,16.47277
719,7.18000,34.85889,16.18103
720,7.19000,34.85992,15.8752
