#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
242,2.41000,38.34511,-11.94317
243,2.42000,38.34522,-10.74332
244,2.43000,38.3452,-9.65614
245,2.44000,38.34504,-8.682955
246,2.45000,38.34475,-7.823883
247,2.46000,38.34434,-7.077859
248,2.47000,38.3438,-6.44268
249,2.48000,38.34316,-5.915055
250,2.49000,38.34241,-5.490691
251,2.50000,38.34156,-5.164374
252,2.51000,38.34063,-4.930078
253,2.52000,38.33961,-4.781073
254,2.53000,38.33854,-4.710057
255,2.54000,38.33739,-4.70928
256,2.55000,38.33621,-4.770681
257,2.56000,38.33498,-4.886034
258,2.57000,38.33373,-5.047072
259,2.58000,38.33246,-5.245641
260,2.59000,38.33118,-5.473817
261,2.60000,38.3299,-5.724041
262,2.61000,38.32864,-5.989229
263,2.62000,38.3274,-6.262881
264,2.63000,38.32619,-6.539176
265,2.64000,38.32503,-6.813049
266,2.65000,38.32391,-7.080262
267,2.66000,38.32284,-7.337451
268,2.67000,38.32183,-7.58217
269,2.68000,38.3209,-7.812908
270,2.69000,38.32003,-8.0291
271,2.70000,38.31924,-8.231122
272,2.71000,38.31853,-8.420263
273,2.72000,38.31791,-8.598705
274,2.73000,38.31736,-8.769467
275,2.74000,38.3169,-8.936358
276,2.75000,38.31653,-9.103909
277,2.76000,38.31625,-9.277302
278,2.77000,38.31604,-9.462286
279,2.78000,38.31593,-9.665099
280,2.79000,38.3159,-9.892373
281,2.80000,38.31596,-10.15104
282,2.81000,38.31609,-10.44825
283,2.82000,38.31631,-10.79124
284,2.83000,38.3166,-11.18729
285,2.84000,38.31697,-11.64358
286,2.85000,38.31741,-12.16711
287,2.86000,38.31792,-12.76464
288,2.87000,38.3185,-13.44256
289,2.88000,38.31914,-14.20682
290,2.89000,38.31983,-15.06285
291,2.90000,38.32058,-16.01551
292,2.91000,38.32137,-17.06899
293,2.92000,38.32222,-18.22675
294,2.93000,38.32309,-19.49147
295,2.94000,38.32401,-20.865
296,2.95000,38.32495,-22.34833
297,2.96000,38.32591,-23.94151
298,2.97000,38.32689,-25.64368
299,2.98000,38.32788,-27.453
300,2.99000,38.32889,-29.36666
301,3.00000,38.32989,-31.38089
302,3.01000,38.33089,-33.49091
303,3.02000,38.33189,-35.69105
304,3.03000,38.33287,-37.97466
305,3.04000,38.33385,-40.33423
306,3.05000,38.33481,-42.76142
307,3.06000,38.33576,-45.24711
308,3.07000,38.3367,-47.78148
309,3.08000,38.33763,-50.35408
310,3.09000,38.33855,-52.95398
311,3.10000,38.33947,-55.56979
312,3.11000,38.34039,-58.18984
313,3.12000,38.34131,-60.80228
314,3.13000,38.34225,-63.3952
315,3.14000,38.34321,-65.95675
316,3.15000,38.3442,-68.47531
317,3.16000,38.34522,-70.9396
318,3.17000,38.34629,-73.33881
319,3.18000,38.34741,-75.6627
320,3.19000,38.3486,-77.90179
321,3.20000,38.34985,-80.04741
322,3.21000,38.35119,-82.0918
323,3.22000,38.35262,-84.02826
324,3.23000,38.35414,-85.85112
325,3.24000,38.35577,-87.55589
326,3.25000,38.3575,-89.13926
327,3.26000,38.35936,-90.59911
328,3.27000,38.36133,-91.93452
329,3.28000,38.36342,-93.14578
330,3.29000,38.36564,-94.23431
331,3.30000,38.36798,-95.20264
332,3.31000,38.37045,-96.05432
333,3.32000,38.37303,-96.79384
334,3.33000,38.37572,-97.42653
335,3.34000,38.37852,-97.95846
336,3.35000,38.38142,-98.39629
337,3.36000,38.3844,-98.74718
338,3.37000,38.38745,-99.01862
339,3.38000,38.39056,-99.21831
340,3.39000,38.39372,-99.354
341,3.40000,38.3969,-99.43343
342,3.41000,38.4001,-99.46406
343,3.42000,38.40329,-99.45309
344,3.43000,38.40646,-99.40726
345,3.44000,38.4096,-99.33276
346,3.45000,38.41268,-99.23509
347,3.46000,38.4157,-99.11907
348,3.47000,38.41864,-98.98866
349,3.48000,38.42149,-98.84699
350,3.49000,38.42424,-98.69622
351,3.50000,38.42689,-98.53758
352,3.51000,38.42941,-98.37135
353,3.52000,38.43182,-98.19677
354,3.53000,38.4341,-98.01218
355,3.54000,38.43624,-97.81493
356,3.55000,38.43826,-97.60152
357,3.56000,38.44014,-97.36755
358,3.57000,38.44189,-97.10785
359,3.58000,38.44351,-96.81656
360,3.59000,38.44499,-96.48719
361,3.60000,38.44635,-96.11273
362,3.61000,38.44758,-95.68578
363,3.62000,38.44868,-95.19862
364,3.63000,38.44967,-94.64338
365,3.64000,38.45054,-94.01217
366,3.65000,38.4513,-93.29719
367,3.66000,38.45195,-92.49088
368,3.67000,38.4525,-91.58604
369,3.68000,38.45296,-90.57603
370,3.69000,38.45332,-89.45477
371,3.70000,38.45359,-88.21703
372,3.71000,38.45379,-86.85838
373,3.72000,38.45391,-85.37543
374,3.73000,38.45396,-83.76582
375,3.74000,38.45396,-82.02834
376,3.75000,38.45389,-80.16297
377,3.76000,38.45377,-78.17093
378,3.77000,38.45362,-76.05466
379,3.78000,38.45342,-73.81783
380,3.79000,38.4532,-71.46535
381,3.80000,38.45295,-69.00325
382,3.81000,38.45268,-66.43866
383,3.82000,38.45241,-63.77967
384,3.83000,38.45213,-61.03531
385,3.84000,38.45186,-58.21531
386,3.85000,38.45159,-55.33005
387,3.86000,38.45134,-52.39039
388,3.87000,38.45112,-49.4075
389,3.88000,38.45092,-46.3927
390,3.89000,38.45076,-43.35733
391,3.90000,38.45065,-40.31257
392,3.91000,38.45057,-37.26926
393,3.92000,38.45055,-34.23783
394,3.93000,38.45058,-31.22811
395,3.94000,38.45066,-28.24921
396,3.95000,38.45081,-25.30945
397,3.96000,38.45102,-22.41627
398,3.97000,38.45128,-19.57615
399,3.98000,38.4516,-16.79455
400,3.99000,38.45198,-14.07592
401,4.00000,38.4524,-11.42368
402,4.01000,38.45287,-8.840192
403,4.02000,38.45337,-6.326848
404,4.03000,38.45389,-3.884063
405,4.04000,38.45442,-1.511358
406,4.05000,38.45494,0.7925786
407,4.06000,38.45545,3.029804
408,4.07000,38.45591,5.203034
409,4.08000,38.45631,7.315544
410,4.09000,38.45662,9.371061
411,4.10000,38.45681,11.37367
412,4.11000,38.45686,13.32768
413,4.12000,38.45675,15.23755
414,4.13000,38.45642,17.10775
415,4.14000,38.45586,18.9427
416,4.15000,38.45504,20.74663
417,4.16000,38.45391,22.52352
418,4.17000,38.45244,24.277
419,4.18000,38.45061,26.01031
420,4.19000,38.44836,27.72623
421,4.20000,38.44568,29.42701
422,4.21000,38.44253,31.11436
423,4.22000,38.43888,32.78944
424,4.23000,38.43471,34.45283
425,4.24000,38.42999,36.10454
426,4.25000,38.42471,37.74405
427,4.26000,38.41886,39.3703
428,4.27000,38.41242,40.98178
429,4.28000,38.40539,42.57654
430,4.29000,38.39778,44.15228
431,4.30000,38.3896,45.70638
432,4.31000,38.38086,47.23603
433,4.32000,38.3716,48.73825
434,4.33000,38.36185,50.20999
435,4.34000,38.35165,51.6482
436,4.35000,38.34105,53.04994
437,4.36000,38.3301,54.4124
438,4.37000,38.31886,55.73302
439,4.38000,38.30741,57.0095
440,4.39000,38.2958,58.2399
441,4.40000,38.28412,59.42265
442,4.41000,38.27244,60.55662
443,4.42000,38.26083,61.64109
444,4.43000,38.24936,62.67582
445,4.44000,38.23812,63.66102
446,4.45000,38.22715,64.59737
447,4.46000,38.21654,65.48595
448,4.47000,38.20632,66.32826
449,4.48000,38.19656,67.12617
450,4.49000,38.18729,67.88189
451,4.50000,38.17855,68.59787
452,4.51000,38.17038,69.27682
453,4.52000,38.16278,69.92159
454,4.53000,38.15578,70.53517
455,4.54000,38.14938,71.12057
456,4.55000,38.14359,71.68082
457,4.56000,38.13839,72.21887
458,4.57000,38.13378,72.73759
459,4.58000,38.12975,73.23965
460,4.59000,38.12627,73.72758
461,4.60000,38.12331,74.20363
462,4.61000,38.12087,74.66981
463,4.62000,38.1189,75.12785
464,4.63000,38.11738,75.57919
465,4.64000,38.11628,76.02496
466,4.65000,38.11555,76.46599
467,4.66000,38.11517,76.90279
468,4.67000,38.11511,77.33559
469,4.68000,38.11533,77.76437
470,4.69000,38.11579,78.18883
471,4.70000,38.11646,78.60841
472,4.71000,38.11731,79.02239
473,4.72000,38.11831,79.42983
474,4.73000,38.11943,79.82963
475,4.74000,38.12065,80.22055
476,4.75000,38.12192,80.60126
477,4.76000,38.12323,80.97031
478,4.77000,38.12457,81.32619
479,4.78000,38.12589,81.66736
480,4.79000,38.1272,81.9922
481,4.80000,38.12847,82.29908
482,4.81000,38.12969,82.58636
483,4.82000,38.13084,82.85237
484,4.83000,38.13193,83.09547
485,4.84000,38.13294,83.31396
486,4.85000,38.13388,83.5062
487,4.86000,38.13473,83.67053
488,4.87000,38.1355,83.8053
489,4.88000,38.13619,83.90886
490,4.89000,38.13681,83.97959
491,4.90000,38.13737,84.01591
492,4.91000,38.13786,84.01624
493,4.92000,38.13831,83.97906
494,4.93000,38.13872,83.90292
495,4.94000,38.13909,83.78644
496,4.95000,38.13944,83.62831
497,4.96000,38.13979,83.42735
498,4.97000,38.14012,83.18252
499,4.98000,38.14046,82.89288
500,4.99000,38.14082,82.55772
501,5.00000,38.14119,82.17646
502,5.01000,38.14159,81.74877
503,5.02000,38.14201,81.27451
504,5.03000,38.14244,80.75376
505,5.04000,38.1429,80.18687
506,5.05000,38.14337,79.57441
507,5.06000,38.14384,78.91718
508,5.07000,38.14431,78.21622
509,5.08000,38.14474,77.4728
510,5.09000,38.14515,76.68836
511,5.10000,38.14549,75.86457
512,5.11000,38.14574,75.00321
513,5.12000,38.1459,74.10622
514,5.13000,38.14591,73.17564
515,5.14000,38.14577,72.21355
516,5.15000,38.14543,71.22209
517,5.16000,38.14486,70.2034
518,5.17000,38.14404,69.15958
519,5.18000,38.14294,68.09268
520,5.19000,38.14151,67.00467
521,5.20000,38.13974,65.89741
522,5.21000,38.1376,64.77264
523,5.22000,38.13505,63.63199
524,5.23000,38.13208,62.47692
525,5.24000,38.12868,61.30879
526,5.25000,38.12482,60.12882
527,5.26000,38.1205,58.9381
528,5.27000,38.11572,57.73765
529,5.28000,38.11047,56.52839
530,5.29000,38.10478,55.31118
531,5.30000,38.09866,54.08686
532,5.31000,38.09212,52.85625
533,5.32000,38.08521,51.62022
534,5.33000,38.07797,50.37967
535,5.34000,38.07043,49.13555
536,5.35000,38.06265,47.88895
537,5.36000,38.05469,46.64103
538,5.37000,38.04661,45.39311
539,5.38000,38.03848,44.14661
540,5.39000,38.03037,42.90311
541,5.40000,38.02235,41.66433
542,5.41000,38.01448,40.4321
543,5.42000,38.00686,39.20839
544,5.43000,37.99952,37.99527
545,5.44000,37.99255,36.79487
546,5.45000,37.986,35.60943
547,5.46000,37.97992,34.44118
548,5.47000,37.97436,33.29238
549,5.48000,37.96935,32.16527
550,5.49000,37.96492,31.06203
551,5.50000,37.96108,29.98475
552,5.51000,37.95785,28.93544
553,5.52000,37.95522,27.91595
554,5.53000,37.95319,26.92796
555,5.54000,37.95173,25.973
556,5.55000,37.95082,25.05238
557,5.56000,37.95042,24.1672
558,5.57000,37.95049,23.31832
559,5.58000,37.95097,22.50639
560,5.59000,37.95184,21.73182
561,5.60000,37.95301,20.9948
562,5.61000,37.95445,20.29528
563,5.62000,37.95608,19.63301
564,5.63000,37.95786,19.00752
565,5.64000,37.95971,18.41818
566,5.65000,37.9616,17.86419
567,5.66000,37.96347,17.34459
568,5.67000,37.96526,16.85829
569,5.68000,37.96694,16.40412
570,5.69000,37.96848,15.98078
571,5.70000,37.96983,15.58695
572,5.71000,37.97098,15.22122
573,5.72000,37.97191,14.88215
574,5.73000,37.97261,14.56829
575,5.74000,37.97307,14.27817
576,5.75000,37.9733,14.01029
577,5.76000,37.97332,13.76318
578,5.77000,37.97313,13.53534
579,5.78000,37.97275,13.32527
580,5.79000,37.97222,13.13146
581,5.80000,37.97155,12.95239
582,5.81000,37.9708,12.7865
583,5.82000,37.96998,12.63222
584,5.83000,37.96915,12.48793
585,5.84000,37.96833,12.35194
586,5.85000,37.96758,12.22253
587,5.86000,37.96692,12.09792
588,5.87000,37.9664,11.97626
589,5.88000,37.96605,11.85563
590,5.89000,37.96589,11.73407
591,5.90000,37.96597,11.60955
592,5.91000,37.9663,11.47999
593,5.92000,37.96689,11.34331
594,5.93000,37.96777,11.19736
595,5.94000,37.96894,11.04002
596,5.95000,37.9704,10.86918
597,5.96000,37.97214,10.68272
598,5.97000,37.97415,10.4786
599,5.98000,37.97642,10.25481
600,5.99000,37.97891,10.00942
601,6.00000,37.98161,9.740579
602,6.01000,37.98446,9.446507
603,6.02000,37.98743,9.125529
604,6.03000,37.99048,8.776063
605,6.04000,37.99354,8.396626
606,6.05000,37.99657,7.985839
607,6.06000,37.99952,7.542438
