#HEADER
#TITLES
 , ,J4206@speed_mph.RN_1,J4206@Steer_Angle.RN_1
244,2.43000,48.37514,17.79236
245,2.44000,48.37377,16.25821
246,2.45000,48.37223,14.63543
247,2.46000,48.37056,12.92617
248,2.47000,48.36877,11.13297
249,2.48000,48.36689,9.25876
250,2.49000,48.36497,7.306833
251,2.50000,48.36302,5.280865
252,2.51000,48.3611,3.184899
253,2.52000,48.35923,1.023332
254,2.53000,48.35746,-1.199109
255,2.54000,48.35582,-3.477386
256,2.55000,48.35435,-5.806182
257,2.56000,48.3531,-8.17993
258,2.57000,48.35211,-10.59284
259,2.58000,48.35142,-13.03896
260,2.59000,48.35105,-15.51218
261,2.60000,48.35106,-18.0063
262,2.61000,48.35147,-20.51504
263,2.62000,48.35231,-23.03213
264,2.63000,48.35362,-25.55129
265,2.64000,48.35542,-28.06632
266,2.65000,48.35772,-30.57111
267,2.66000,48.36055,-33.05972
268,2.67000,48.3639,-35.52633
269,2.68000,48.3678,-37.96539
270,2.69000,48.37222,-40.37156
271,2.70000,48.37717,-42.73979
272,2.71000,48.38264,-45.06534
273,2.72000,48.38859,-47.3438
274,2.73000,48.39501,-49.57109
275,2.74000,48.40186,-51.74352
276,2.75000,48.40909,-53.85778
277,2.76000,48.41668,-55.91092
278,2.77000,48.42456,-57.90042
279,2.78000,48.43269,-59.82415
280,2.79000,48.44101,-61.68032
281,2.80000,48.44946,-63.46758
282,2.81000,48.458,-65.18491
283,2.82000,48.46655,-66.83163
284,2.83000,48.47507,-68.40741
285,2.84000,48.4835,-69.91219
286,2.85000,48.49179,-71.34616
287,2.86000,48.4999,-72.70979
288,2.87000,48.5078,-74.00371
289,2.88000,48.51544,-75.22871
290,2.89000,48.52279,-76.38573
291,2.90000,48.52984,-77.47574
292,2.91000,48.53657,-78.4998
293,2.92000,48.54296,-79.45896
294,2.93000,48.54902,-80.35425
295,2.94000,48.55474,-81.18662
296,2.95000,48.56012,-81.95697
297,2.96000,48.56519,-82.66605
298,2.97000,48.56995,-83.3145
299,2.98000,48.57442,-83.90279
300,2.99000,48.57862,-84.43127
301,3.00000,48.58258,-84.90005
302,3.01000,48.58632,-85.30914
303,3.02000,48.58986,-85.65833
304,3.03000,48.59325,-85.94724
305,3.04000,48.5965,-86.17536
306,3.05000,48.59965,-86.34201
307,3.06000,48.60273,-86.44639
308,3.07000,48.60575,-86.48757
309,3.08000,48.60876,-86.46458
310,3.09000,48.61179,-86.37631
311,3.10000,48.61484,-86.2217
312,3.11000,48.61795,-85.99962
313,3.12000,48.62112,-85.70897
314,3.13000,48.6244,-85.34872
315,3.14000,48.62777,-84.9179
316,3.15000,48.63126,-84.41563
317,3.16000,48.63487,-83.8412
318,3.17000,48.63861,-83.19402
319,3.18000,48.64247,-82.47369
320,3.19000,48.64646,-81.67999
321,3.20000,48.65057,-80.81293
322,3.21000,48.6548,-79.87275
323,3.22000,48.65914,-78.85992
324,3.23000,48.66357,-77.77513
325,3.24000,48.66809,-76.61938
326,3.25000,48.67268,-75.39388
327,3.26000,48.67733,-74.10011
328,3.27000,48.68203,-72.7398
329,3.28000,48.68676,-71.31494
330,3.29000,48.6915,-69.82776
331,3.30000,48.69624,-68.28073
332,3.31000,48.70095,-66.67653
333,3.32000,48.70564,-65.01807
334,3.33000,48.71026,-63.30846
335,3.34000,48.71481,-61.55098
336,3.35000,48.71926,-59.74907
337,3.36000,48.7236,-57.90634
338,3.37000,48.72781,-56.02651
339,3.38000,48.73185,-54.1134
340,3.39000,48.73573,-52.17093
341,3.40000,48.7394,-50.20304
342,3.41000,48.74286,-48.21372
343,3.42000,48.74607,-46.20695
344,3.43000,48.74903,-44.18668
345,3.44000,48.75171,-42.1568
346,3.45000,48.7541,-40.12113
347,3.46000,48.75618,-38.08335
348,3.47000,48.75795,-36.04702
349,3.48000,48.75938,-34.0155
350,3.49000,48.76046,-31.99198
351,3.50000,48.76121,-29.97942
352,3.51000,48.7616,-27.98055
353,3.52000,48.76164,-25.9978
354,3.53000,48.76133,-24.03336
355,3.54000,48.76068,-22.08909
356,3.55000,48.75969,-20.16656
357,3.56000,48.75838,-18.26702
358,3.57000,48.75674,-16.39136
359,3.58000,48.75481,-14.54017
360,3.59000,48.75258,-12.71368
361,3.60000,48.75009,-10.91181
362,3.61000,48.74735,-9.13413
363,3.62000,48.74438,-7.379892
364,3.63000,48.74121,-5.648043
365,3.64000,48.73785,-3.937232
366,3.65000,48.73434,-2.245826
367,3.66000,48.73069,-0.5719383
368,3.67000,48.72693,1.086557
369,3.68000,48.72309,2.731992
370,3.69000,48.7192,4.366879
371,3.70000,48.71528,5.99388
372,3.71000,48.71136,7.615767
373,3.72000,48.70746,9.235392
374,3.73000,48.70362,10.85564
375,3.74000,48.69986,12.4794
376,3.75000,48.69621,14.10952
377,3.76000,48.69269,15.74873
378,3.77000,48.68933,17.39967
379,3.78000,48.68615,19.06478
380,3.79000,48.68318,20.74629
381,3.80000,48.68042,22.44617
382,3.81000,48.67791,24.16612
383,3.82000,48.67564,25.90747
384,3.83000,48.67363,27.67123
385,3.84000,48.67188,29.45801
386,3.85000,48.6704,31.26801
387,3.86000,48.66917,33.10104
388,3.87000,48.66819,34.95645
389,3.88000,48.66744,36.83318
390,3.89000,48.66689,38.72974
391,3.90000,48.66653,40.64422
392,3.91000,48.66631,42.57434
393,3.92000,48.66621,44.51742
394,3.93000,48.66617,46.47044
395,3.94000,48.66615,48.43008
396,3.95000,48.66611,50.39274
397,3.96000,48.66599,52.35461
398,3.97000,48.66573,54.31168
399,3.98000,48.66528,56.25982
400,3.99000,48.66459,58.19483
401,4.00000,48.6636,60.11244
402,4.01000,48.66225,62.00843
403,4.02000,48.66051,63.87862
404,4.03000,48.65833,65.71896
405,4.04000,48.65566,67.52551
406,4.05000,48.65247,69.29454
407,4.06000,48.64874,71.02251
408,4.07000,48.64445,72.7061
409,4.08000,48.6396,74.34228
410,4.09000,48.63418,75.92824
411,4.10000,48.6282,77.46147
412,4.11000,48.62169,78.93974
413,4.12000,48.61467,80.36105
414,4.13000,48.6072,81.72369
415,4.14000,48.59931,83.02622
416,4.15000,48.59108,84.26739
417,4.16000,48.58257,85.4462
418,4.17000,48.57386,86.56183
419,4.18000,48.56504,87.61364
420,4.19000,48.55619,88.60114
421,4.20000,48.5474,89.52397
422,4.21000,48.53876,90.38184
423,4.22000,48.53037,91.17455
424,4.23000,48.52231,91.90194
425,4.24000,48.51467,92.56385
426,4.25000,48.50753,93.16012
427,4.26000,48.50095,93.69053
428,4.27000,48.495,94.15482
429,4.28000,48.48973,94.55258
430,4.29000,48.48519,94.88335
431,4.30000,48.4814,95.14648
432,4.31000,48.47838,95.34116
433,4.32000,48.47614,95.46642
434,4.33000,48.47467,95.52112
435,4.34000,48.47395,95.50387
436,4.35000,48.47397,95.41312
437,4.36000,48.47469,95.24713
438,4.37000,48.47605,95.00394
439,4.38000,48.47801,94.68143
440,4.39000,48.48051,94.27734
441,4.40000,48.48349,93.78926
442,4.41000,48.48689,93.21469
443,4.42000,48.49062,92.55107
444,4.43000,48.49463,91.79583
445,4.44000,48.49886,90.9464
446,4.45000,48.50322,90.00032
447,4.46000,48.50767,88.95522
448,4.47000,48.51214,87.80894
449,4.48000,48.51658,86.55955
450,4.49000,48.52095,85.20538
451,4.50000,48.5252,83.7451
452,4.51000,48.5293,82.1778
453,4.52000,48.53323,80.50296
454,4.53000,48.53696,78.72052
455,4.54000,48.54048,76.83092
456,4.55000,48.54378,74.83516
457,4.56000,48.54686,72.7347
458,4.57000,48.54972,70.53163
459,4.58000,48.55238,68.22855
460,4.59000,48.55484,65.82864
461,4.60000,48.55712,63.33561
462,4.61000,48.55925,60.75371
463,4.62000,48.56124,58.08773
464,4.63000,48.56313,55.34294
465,4.64000,48.56492,52.52508
466,4.65000,48.56666,49.64034
467,4.66000,48.56836,46.69534
468,4.67000,48.57005,43.69706
469,4.68000,48.57176,40.65285
470,4.69000,48.57349,37.57036
471,4.70000,48.57528,34.45755
472,4.71000,48.57714,31.3226
473,4.72000,48.57907,28.17393
474,4.73000,48.58109,25.02013
475,4.74000,48.58319,21.86993
476,4.75000,48.5854,18.73218
477,4.76000,48.58769,15.61578
478,4.77000,48.59007,12.52966
479,4.78000,48.59253,9.482742
480,4.79000,48.59506,6.483891
481,4.80000,48.59764,3.541859
482,4.81000,48.60026,0.6652459
483,4.82000,48.60291,-2.137548
484,4.83000,48.60557,-4.858379
485,4.84000,48.60823,-7.489408
486,4.85000,48.61086,-10.02315
487,4.86000,48.61345,-12.45254
488,4.87000,48.616,-14.77095
489,4.88000,48.61848,-16.97228
490,4.89000,48.62089,-19.05097
491,4.90000,48.62323,-21.00205
492,4.91000,48.62548,-22.82116
493,4.92000,48.62764,-24.50462
494,4.93000,48.62971,-26.04938
495,4.94000,48.63169,-27.45312
496,4.95000,48.6336,-28.71418
497,4.96000,48.63543,-29.83161
498,4.97000,48.63719,-30.80514
499,4.98000,48.63889,-31.63518
500,4.99000,48.64054,-32.3228
501,5.00000,48.64216,-32.86966
502,5.01000,48.64376,-33.27807
503,5.02000,48.64536,-33.55087
504,5.03000,48.64695,-33.69146
505,5.04000,48.64857,-33.7037
506,5.05000,48.65023,-33.59194
507,5.06000,48.65195,-33.36092
508,5.07000,48.65372,-33.01578
509,5.08000,48.65557,-32.56197
510,5.09000,48.65751,-32.00528
511,5.10000,48.65954,-31.35173
512,5.11000,48.66168,-30.6076
513,5.12000,48.66392,-29.77934
514,5.13000,48.66628,-28.87359
515,5.14000,48.66875,-27.89713
516,5.15000,48.67133,-26.8568
517,5.16000,48.67402,-25.75956
518,5.17000,48.6768,-24.6124
519,5.18000,48.67969,-23.4223
520,5.19000,48.68266,-22.19626
